Year,Units,Регионы,Пол,Местность,Возраст,GeoCode,Value
2010,процент,Атырауская,,городское население,,KZ06,6.1
2011,процент,Атырауская,,городское население,,KZ06,5.2
2012,процент,Атырауская,,городское население,,KZ06,4.4
2013,процент,Атырауская,,городское население,,KZ06,4.7
2014,процент,Атырауская,,городское население,,KZ06,4.4
2015,процент,Атырауская,,городское население,,KZ06,4.1
2016,процент,Атырауская,,городское население,,KZ06,5.9
2017,процент,Атырауская,,городское население,,KZ06,5.0
2018,процент,Атырауская,,городское население,,KZ06,4.9
2010,процент,Западно-Казахстанская,,городское население,,KZ07,4.8
2011,процент,Западно-Казахстанская,,городское население,,KZ07,4.9
2012,процент,Западно-Казахстанская,,городское население,,KZ07,5.0
2013,процент,Западно-Казахстанская,,городское население,,KZ07,4.9
2014,процент,Западно-Казахстанская,,городское население,,KZ07,4.9
2015,процент,Западно-Казахстанская,,городское население,,KZ07,4.8
2016,процент,Западно-Казахстанская,,городское население,,KZ07,4.8
2017,процент,Западно-Казахстанская,,городское население,,KZ07,5.0
2018,процент,Западно-Казахстанская,,городское население,,KZ07,4.7
2010,процент,Жамбылская,,городское население,,KZ17,7.0
2011,процент,Жамбылская,,городское население,,KZ17,6.8
2012,процент,Жамбылская,,городское население,,KZ17,6.8
2013,процент,Жамбылская,,городское население,,KZ17,6.5
2014,процент,Жамбылская,,городское население,,KZ17,6.0
2015,процент,Жамбылская,,городское население,,KZ17,5.7
2016,процент,Жамбылская,,городское население,,KZ17,5.5
2017,процент,Жамбылская,,городское население,,KZ17,5.8
2018,процент,Жамбылская,,городское население,,KZ17,5.5
2010,процент,Карагандинская,,городское население,,KZ12,5.5
2011,процент,Карагандинская,,городское население,,KZ12,5.3
2012,процент,Карагандинская,,городское население,,KZ12,5.1
2013,процент,Карагандинская,,городское население,,KZ12,4.9
2014,процент,Карагандинская,,городское население,,KZ12,5.1
2015,процент,Карагандинская,,городское население,,KZ12,5.1
2016,процент,Карагандинская,,городское население,,KZ12,5.1
2017,процент,Карагандинская,,городское население,,KZ12,5.2
2018,процент,Карагандинская,,городское население,,KZ12,4.8
2010,процент,Костанайская,,городское население,,KZ13,7.6
2011,процент,Костанайская,,городское население,,KZ13,7.4
2012,процент,Костанайская,,городское население,,KZ13,7.1
2013,процент,Костанайская,,городское население,,KZ13,6.7
2014,процент,Костанайская,,городское население,,KZ13,6.0
2015,процент,Костанайская,,городское население,,KZ13,5.6
2016,процент,Костанайская,,городское население,,KZ13,5.6
2017,процент,Костанайская,,городское население,,KZ13,5.6
2018,процент,Костанайская,,городское население,,KZ13,5.2
2010,процент,Кызылординская,,городское население,,KZ14,5.4
2011,процент,Кызылординская,,городское население,,KZ14,5.1
2012,процент,Кызылординская,,городское население,,KZ14,5.0
2013,процент,Кызылординская,,городское население,,KZ14,5.0
2014,процент,Кызылординская,,городское население,,KZ14,4.7
2015,процент,Кызылординская,,городское население,,KZ14,4.8
2016,процент,Кызылординская,,городское население,,KZ14,4.6
2017,процент,Кызылординская,,городское население,,KZ14,4.6
2018,процент,Кызылординская,,городское население,,KZ14,4.6
2010,процент,Мангистауская,,городское население,,KZ09,5.8
2011,процент,Мангистауская,,городское население,,KZ09,4.9
2012,процент,Мангистауская,,городское население,,KZ09,4.8
2013,процент,Мангистауская,,городское население,,KZ09,4.9
2014,процент,Мангистауская,,городское население,,KZ09,4.5
2015,процент,Мангистауская,,городское население,,KZ09,4.5
2016,процент,Мангистауская,,городское население,,KZ09,4.9
2017,процент,Мангистауская,,городское население,,KZ09,5.0
2018,процент,Мангистауская,,городское население,,KZ09,4.9
2010,процент,Южно-Казахстанская,,городское население,,KZ10,7.2
2011,процент,Южно-Казахстанская,,городское население,,KZ10,6.7
2012,процент,Южно-Казахстанская,,городское население,,KZ10,6.5
2013,процент,Южно-Казахстанская,,городское население,,KZ10,6.1
2014,процент,Южно-Казахстанская,,городское население,,KZ10,5.7
2015,процент,Южно-Казахстанская,,городское население,,KZ10,5.2
2016,процент,Южно-Казахстанская,,городское население,,KZ10,5.3
2017,процент,Южно-Казахстанская,,городское население,,KZ10,5.5
2010,процент,Павлодарская,,городское население,,KZ11,6.3
2011,процент,Павлодарская,,городское население,,KZ11,5.8
2012,процент,Павлодарская,,городское население,,KZ11,5.5
2013,процент,Павлодарская,,городское население,,KZ11,5.4
2014,процент,Павлодарская,,городское население,,KZ11,5.0
2015,процент,Павлодарская,,городское население,,KZ11,5.0
2016,процент,Павлодарская,,городское население,,KZ11,5.0
2017,процент,Павлодарская,,городское население,,KZ11,5.2
2018,процент,Павлодарская,,городское население,,KZ11,4.9
2010,процент,Северо-Казахстанская,,городское население,,KZ16,6.5
2011,процент,Северо-Казахстанская,,городское население,,KZ16,5.8
2012,процент,Северо-Казахстанская,,городское население,,KZ16,5.6
2013,процент,Северо-Казахстанская,,городское население,,KZ16,5.1
2014,процент,Северо-Казахстанская,,городское население,,KZ16,4.7
2015,процент,Северо-Казахстанская,,городское население,,KZ16,4.5
2016,процент,Северо-Казахстанская,,городское население,,KZ16,4.7
2017,процент,Северо-Казахстанская,,городское население,,KZ16,4.8
2018,процент,Северо-Казахстанская,,городское население,,KZ16,4.6
2018,процент,Туркестанская,,городское население,,KZ10,5.5
2010,процент,Восточно-Казахстанская,,городское население,,KZ15,6.6
2011,процент,Восточно-Казахстанская,,городское население,,KZ15,5.7
2012,процент,Восточно-Казахстанская,,городское население,,KZ15,5.5
2013,процент,Восточно-Казахстанская,,городское население,,KZ15,5.4
2014,процент,Восточно-Казахстанская,,городское население,,KZ15,4.8
2015,процент,Восточно-Казахстанская,,городское население,,KZ15,5.1
2016,процент,Восточно-Казахстанская,,городское население,,KZ15,5.0
2017,процент,Восточно-Казахстанская,,городское население,,KZ15,5.1
2018,процент,Восточно-Казахстанская,,городское население,,KZ15,4.8
2010,процент,г.Нур-Султан,,городское население,,KZ05,6.2
2011,процент,г.Нур-Султан,,городское население,,KZ05,5.8
2012,процент,г.Нур-Султан,,городское население,,KZ05,5.7
2013,процент,г.Нур-Султан,,городское население,,KZ05,5.5
2014,процент,г.Нур-Султан,,городское население,,KZ05,5.1
2015,процент,г.Нур-Султан,,городское население,,KZ05,4.7
2016,процент,г.Нур-Султан,,городское население,,KZ05,4.6
2017,процент,г.Нур-Султан,,городское население,,KZ05,4.8
2018,процент,г.Нур-Султан,,городское население,,KZ05,4.5
2010,процент,г.Алматы,,городское население,,KZ02,6.3
2011,процент,г.Алматы,,городское население,,KZ02,5.6
2012,процент,г.Алматы,,городское население,,KZ02,5.6
2013,процент,г.Алматы,,городское население,,KZ02,5.6
2014,процент,г.Алматы,,городское население,,KZ02,5.5
2015,процент,г.Алматы,,городское население,,KZ02,5.3
2016,процент,г.Алматы,,городское население,,KZ02,5.3
2017,процент,г.Алматы,,городское население,,KZ02,5.6
2018,процент,г.Алматы,,городское население,,KZ02,5.2
2018,процент,г.Шымкент,,городское население,,KZ18,5.2
2010,процент,Республика Казахстан,,сельская местность,,,5.2
2011,процент,Республика Казахстан,,сельская местность,,,4.9
2012,процент,Республика Казахстан,,сельская местность,,,5.0
2013,процент,Республика Казахстан,,сельская местность,,,4.9
2014,процент,Республика Казахстан,,сельская местность,,,4.9
2015,процент,Республика Казахстан,,сельская местность,,,4.9
2016,процент,Республика Казахстан,,сельская местность,,,4.8
2017,процент,Республика Казахстан,,сельская местность,,,5.1
2018,процент,Республика Казахстан,,сельская местность,,,4.8
2010,процент,Акмолинская,,сельская местность,,KZ03,5.9
2011,процент,Акмолинская,,сельская местность,,KZ03,5.7
2012,процент,Акмолинская,,сельская местность,,KZ03,5.8
2013,процент,Акмолинская,,сельская местность,,KZ03,5.5
2014,процент,Акмолинская,,сельская местность,,KZ03,5.3
2015,процент,Акмолинская,,сельская местность,,KZ03,5.2
2016,процент,Акмолинская,,сельская местность,,KZ03,5.4
2017,процент,Акмолинская,,сельская местность,,KZ03,5.5
2018,процент,Акмолинская,,сельская местность,,KZ03,5.2
2010,процент,Актюбинская,,сельская местность,,KZ04,5.3
2011,процент,Актюбинская,,сельская местность,,KZ04,5.0
2012,процент,Актюбинская,,сельская местность,,KZ04,4.2
2013,процент,Актюбинская,,сельская местность,,KZ04,4.2
2014,процент,Актюбинская,,сельская местность,,KZ04,4.5
2015,процент,Актюбинская,,сельская местность,,KZ04,4.9
2016,процент,Актюбинская,,сельская местность,,KZ04,4.3
2017,процент,Актюбинская,,сельская местность,,KZ04,5.2
2018,процент,Актюбинская,,сельская местность,,KZ04,5.2
2010,процент,Алматинская,,сельская местность,,KZ01,5.6
2011,процент,Алматинская,,сельская местность,,KZ01,4.8
2012,процент,Алматинская,,сельская местность,,KZ01,5.2
2013,процент,Алматинская,,сельская местность,,KZ01,5.0
2014,процент,Алматинская,,сельская местность,,KZ01,4.8
2015,процент,Алматинская,,сельская местность,,KZ01,4.7
2016,процент,Алматинская,,сельская местность,,KZ01,4.8
2017,процент,Алматинская,,сельская местность,,KZ01,5.2
2018,процент,Алматинская,,сельская местность,,KZ01,4.5
2010,процент,Атырауская,,сельская местность,,KZ06,4.9
2011,процент,Атырауская,,сельская местность,,KZ06,4.9
2012,процент,Атырауская,,сельская местность,,KZ06,5.5
2013,процент,Атырауская,,сельская местность,,KZ06,5.3
2014,процент,Атырауская,,сельская местность,,KZ06,5.6
2015,процент,Атырауская,,сельская местность,,KZ06,6.0
2016,процент,Атырауская,,сельская местность,,KZ06,4.0
2017,процент,Атырауская,,сельская местность,,KZ06,5.4
2018,процент,Атырауская,,сельская местность,,KZ06,4.9
2010,процент,Западно-Казахстанская,,сельская местность,,KZ07,6.1
2011,процент,Западно-Казахстанская,,сельская местность,,KZ07,5.6
2012,процент,Западно-Казахстанская,,сельская местность,,KZ07,5.2
2013,процент,Западно-Казахстанская,,сельская местность,,KZ07,5.2
2014,процент,Западно-Казахстанская,,сельская местность,,KZ07,5.1
2015,процент,Западно-Казахстанская,,сельская местность,,KZ07,5.0
2016,процент,Западно-Казахстанская,,сельская местность,,KZ07,4.9
2017,процент,Западно-Казахстанская,,сельская местность,,KZ07,5.2
2018,процент,Западно-Казахстанская,,сельская местность,,KZ07,5.1
2010,процент,Жамбылская,,сельская местность,,KZ17,4.9
2011,процент,Жамбылская,,сельская местность,,KZ17,4.6
2012,процент,Жамбылская,,сельская местность,,KZ17,4.6
2013,процент,Жамбылская,,сельская местность,,KZ17,4.4
2014,процент,Жамбылская,,сельская местность,,KZ17,4.1
2015,процент,Жамбылская,,сельская местность,,KZ17,4.5
2016,процент,Жамбылская,,сельская местность,,KZ17,4.4
2017,процент,Жамбылская,,сельская местность,,KZ17,4.7
2018,процент,Жамбылская,,сельская местность,,KZ17,4.5
2010,процент,Карагандинская,,сельская местность,,KZ12,5.3
2011,процент,Карагандинская,,сельская местность,,KZ12,5.1
2012,процент,Карагандинская,,сельская местность,,KZ12,5.3
2013,процент,Карагандинская,,сельская местность,,KZ12,5.2
2014,процент,Карагандинская,,сельская местность,,KZ12,4.1
2015,процент,Карагандинская,,сельская местность,,KZ12,4.2
2016,процент,Карагандинская,,сельская местность,,KZ12,4.3
2017,процент,Карагандинская,,сельская местность,,KZ12,4.1
2018,процент,Карагандинская,,сельская местность,,KZ12,3.7
2010,процент,Костанайская,,сельская местность,,KZ13,3.9
2011,процент,Костанайская,,сельская местность,,KZ13,3.5
2012,процент,Костанайская,,сельская местность,,KZ13,3.5
2013,процент,Костанайская,,сельская местность,,KZ13,3.7
2014,процент,Костанайская,,сельская местность,,KZ13,4.0
2015,процент,Костанайская,,сельская местность,,KZ13,4.2
2016,процент,Костанайская,,сельская местность,,KZ13,4.2
2017,процент,Костанайская,,сельская местность,,KZ13,4.5
2018,процент,Костанайская,,сельская местность,,KZ13,4.4
2010,процент,Кызылординская,,сельская местность,,KZ14,6.2
2011,процент,Кызылординская,,сельская местность,,KZ14,5.8
2012,процент,Кызылординская,,сельская местность,,KZ14,5.6
2013,процент,Кызылординская,,сельская местность,,KZ14,5.3
2014,процент,Кызылординская,,сельская местность,,KZ14,5.2
2015,процент,Кызылординская,,сельская местность,,KZ14,5.1
2016,процент,Кызылординская,,сельская местность,,KZ14,5.2
2017,процент,Кызылординская,,сельская местность,,KZ14,5.5
2018,процент,Кызылординская,,сельская местность,,KZ14,4.9
2010,процент,Мангистауская,,сельская местность,,KZ09,7.3
2011,процент,Мангистауская,,сельская местность,,KZ09,7.2
2012,процент,Мангистауская,,сельская местность,,KZ09,6.7
2013,процент,Мангистауская,,сельская местность,,KZ09,6.3
2014,процент,Мангистауская,,сельская местность,,KZ09,5.6
2015,процент,Мангистауская,,сельская местность,,KZ09,5.8
2016,процент,Мангистауская,,сельская местность,,KZ09,5.1
2017,процент,Мангистауская,,сельская местность,,KZ09,5.2
2018,процент,Мангистауская,,сельская местность,,KZ09,4.8
2010,процент,Южно-Казахстанская,,сельская местность,,KZ10,5.1
2011,процент,Южно-Казахстанская,,сельская местность,,KZ10,5.1
2012,процент,Южно-Казахстанская,,сельская местность,,KZ10,5.1
2013,процент,Южно-Казахстанская,,сельская местность,,KZ10,5.2
2014,процент,Южно-Казахстанская,,сельская местность,,KZ10,5.3
2015,процент,Южно-Казахстанская,,сельская местность,,KZ10,5.3
2016,процент,Южно-Казахстанская,,сельская местность,,KZ10,5.1
2017,процент,Южно-Казахстанская,,сельская местность,,KZ10,5.4
2010,процент,Павлодарская,,сельская местность,,KZ11,4.5
2011,процент,Павлодарская,,сельская местность,,KZ11,4.1
2012,процент,Павлодарская,,сельская местность,,KZ11,3.9
2013,процент,Павлодарская,,сельская местность,,KZ11,4.2
2014,процент,Павлодарская,,сельская местность,,KZ11,4.2
2015,процент,Павлодарская,,сельская местность,,KZ11,4.2
2016,процент,Павлодарская,,сельская местность,,KZ11,4.4
2017,процент,Павлодарская,,сельская местность,,KZ11,4.6
2018,процент,Павлодарская,,сельская местность,,KZ11,4.4
2010,процент,Северо-Казахстанская,,сельская местность,,KZ16,5.4
2011,процент,Северо-Казахстанская,,сельская местность,,KZ16,5.2
2012,процент,Северо-Казахстанская,,сельская местность,,KZ16,5.0
2013,процент,Северо-Казахстанская,,сельская местность,,KZ16,5.0
2014,процент,Северо-Казахстанская,,сельская местность,,KZ16,5.2
2015,процент,Северо-Казахстанская,,сельская местность,,KZ16,5.2
2016,процент,Северо-Казахстанская,,сельская местность,,KZ16,5.1
2017,процент,Северо-Казахстанская,,сельская местность,,KZ16,5.4
2018,процент,Северо-Казахстанская,,сельская местность,,KZ16,5.0
2018,процент,Туркестанская,,сельская местность,,KZ10,5.1
2010,процент,Восточно-Казахстанская,,сельская местность,,KZ15,4.7
2011,процент,Восточно-Казахстанская,,сельская местность,,KZ15,4.6
2012,процент,Восточно-Казахстанская,,сельская местность,,KZ15,4.5
2013,процент,Восточно-Казахстанская,,сельская местность,,KZ15,4.6
2014,процент,Восточно-Казахстанская,,сельская местность,,KZ15,4.7
2015,процент,Восточно-Казахстанская,,сельская местность,,KZ15,4.6
2016,процент,Восточно-Казахстанская,,сельская местность,,KZ15,4.7
2017,процент,Восточно-Казахстанская,,сельская местность,,KZ15,4.9
2018,процент,Восточно-Казахстанская,,сельская местность,,KZ15,4.9
2010,процент,Республика Казахстан,,,,,6.8
2010,процент,Республика Казахстан,,,16-24,,5.2
2011,процент,Республика Казахстан,,,16-24,,4.6
2012,процент,Республика Казахстан,,,16-24,,4.0
2013,процент,Республика Казахстан,,,16-24,,3.9
2014,процент,Республика Казахстан,,,16-24,,3.8
2015,процент,Республика Казахстан,,,16-24,,4.2
2016,процент,Республика Казахстан,,,16-24,,3.8
2017,процент,Республика Казахстан,,,16-24,,3.8
2018,процент,Республика Казахстан,,,16-24,,3.7
2010,процент,Республика Казахстан,,,25-28,,8.4
2011,процент,Республика Казахстан,,,25-28,,7.8
2012,процент,Республика Казахстан,,,25-28,,7.0
2013,процент,Республика Казахстан,,,25-28,,7.1
2014,процент,Республика Казахстан,,,25-28,,4.7
2015,процент,Республика Казахстан,,,25-28,,4.6
2016,процент,Республика Казахстан,,,25-28,,4.3
2017,процент,Республика Казахстан,,,25-28,,4.0
2018,процент,Республика Казахстан,,,25-28,,4.0
2010,процент,Республика Казахстан,,,29-34,,5.8
2011,процент,Республика Казахстан,,,29-34,,6.6
2012,процент,Республика Казахстан,,,29-34,,6.0
2013,процент,Республика Казахстан,,,29-34,,7.0
2014,процент,Республика Казахстан,,,29-34,,7.4
2015,процент,Республика Казахстан,,,29-34,,7.6
2016,процент,Республика Казахстан,,,29-34,,7.0
2017,процент,Республика Казахстан,,,29-34,,6.7
2018,процент,Республика Казахстан,,,29-34,,7.0
2010,процент,Республика Казахстан,,,35-44,,5.3
2011,процент,Республика Казахстан,,,35-44,,4.7
2012,процент,Республика Казахстан,,,35-44,,5.1
2013,процент,Республика Казахстан,,,35-44,,4.8
2014,процент,Республика Казахстан,,,35-44,,4.6
2015,процент,Республика Казахстан,,,35-44,,4.5
2016,процент,Республика Казахстан,,,35-44,,4.8
2017,процент,Республика Казахстан,,,35-44,,4.6
2018,процент,Республика Казахстан,,,35-44,,4.3
2010,процент,Республика Казахстан,,,45-54,,5.2
2011,процент,Республика Казахстан,,,45-54,,4.5
2012,процент,Республика Казахстан,,,45-54,,4.9
2013,процент,Республика Казахстан,,,45-54,,4.3
2014,процент,Республика Казахстан,,,45-54,,4.6
2015,процент,Республика Казахстан,,,45-54,,4.6
2016,процент,Республика Казахстан,,,45-54,,4.6
2017,процент,Республика Казахстан,,,45-54,,4.6
2018,процент,Республика Казахстан,,,45-54,,4.2
2010,процент,Республика Казахстан,,,55-64,,6.0
2011,процент,Республика Казахстан,,,55-64,,5.3
2012,процент,Республика Казахстан,,,55-64,,5.1
2013,процент,Республика Казахстан,,,55-64,,4.2
2014,процент,Республика Казахстан,,,55-64,,5.1
2015,процент,Республика Казахстан,,,55-64,,5.4
2016,процент,Республика Казахстан,,,55-64,,4.6
2017,процент,Республика Казахстан,,,55-64,,5.2
2018,процент,Республика Казахстан,,,55-64,,5.6
2010,процент,,,,16-24,,6.0
2011,процент,,,,16-24,,4.8
2012,процент,,,,16-24,,3.7
2013,процент,,,,16-24,,3.8
2014,процент,,,,16-24,,3.8
2015,процент,,,,16-24,,3.6
2016,процент,,,,16-24,,3.0
2017,процент,,,,16-24,,2.9
2018,процент,,,,16-24,,2.9
2010,процент,,,,25-28,,5.2
2011,процент,,,,25-28,,6.0
2012,процент,,,,25-28,,7.0
2013,процент,,,,25-28,,6.6
2014,процент,,,,25-28,,2.2
2015,процент,,,,25-28,,2.7
2016,процент,,,,25-28,,3.6
2017,процент,,,,25-28,,3.1
2018,процент,,,,25-28,,2.9
2010,процент,,,,29-34,,4.9
2011,процент,,,,29-34,,5.2
2012,процент,,,,29-34,,7.4
2013,процент,,,,29-34,,3.5
2014,процент,,,,29-34,,5.9
2015,процент,,,,29-34,,6.0
2016,процент,,,,29-34,,5.9
2017,процент,,,,29-34,,4.4
2018,процент,,,,29-34,,5.5
2010,процент,,,,35-44,,6.4
2011,процент,,,,35-44,,5.8
2012,процент,,,,35-44,,4.8
2013,процент,,,,35-44,,5.9
2014,процент,,,,35-44,,4.9
2015,процент,,,,35-44,,5.3
2016,процент,,,,35-44,,5.5
2017,процент,,,,35-44,,6.3
2018,процент,,,,35-44,,5.9
2010,процент,,,,45-54,,6.1
2011,процент,,,,45-54,,5.5
2012,процент,,,,45-54,,4.3
2013,процент,,,,45-54,,4.6
2014,процент,,,,45-54,,6.2
2015,процент,,,,45-54,,5.8
2016,процент,,,,45-54,,5.6
2017,процент,,,,45-54,,6.7
2018,процент,,,,45-54,,6.0
2010,процент,,,,55-64,,6.3
2011,процент,,,,55-64,,6.0
2012,процент,,,,55-64,,6.0
2013,процент,,,,55-64,,6.9
2014,процент,,,,55-64,,5.5
2015,процент,,,,55-64,,5.8
2016,процент,,,,55-64,,4.9
2017,процент,,,,55-64,,3.9
2018,процент,,,,55-64,,3.8
2010,процент,,,,16-24,,2.2
2011,процент,,,,16-24,,2.1
2012,процент,,,,16-24,,2.3
2013,процент,,,,16-24,,2.5
2014,процент,,,,16-24,,3.0
2015,процент,,,,16-24,,3.5
2016,процент,,,,16-24,,2.8
2017,процент,,,,16-24,,2.5
2018,процент,,,,16-24,,2.9
2010,процент,,,,25-28,,7.6
2011,процент,,,,25-28,,7.5
2012,процент,,,,25-28,,6.8
2013,процент,,,,25-28,,3.8
2014,процент,,,,25-28,,3.3
2015,процент,,,,25-28,,3.0
2016,процент,,,,25-28,,3.0
2017,процент,,,,25-28,,3.2
2018,процент,,,,25-28,,2.9
2010,процент,,,,29-34,,7.5
2011,процент,,,,29-34,,6.7
2012,процент,,,,29-34,,7.2
2013,процент,,,,29-34,,4.8
2014,процент,,,,29-34,,6.1
2015,процент,,,,29-34,,7.8
2016,процент,,,,29-34,,5.9
2017,процент,,,,29-34,,7.0
2018,процент,,,,29-34,,5.6
2010,процент,,,,35-44,,6.8
2011,процент,,,,35-44,,5.4
2012,процент,,,,35-44,,4.0
2013,процент,,,,35-44,,6.2
2014,процент,,,,35-44,,6.1
2015,процент,,,,35-44,,5.1
2016,процент,,,,35-44,,4.8
2017,процент,,,,35-44,,5.0
2018,процент,,,,35-44,,5.2
2010,процент,,,,45-54,,4.2
2011,процент,,,,45-54,,3.2
2012,процент,,,,45-54,,4.1
2013,процент,,,,45-54,,7.0
2014,процент,,,,45-54,,5.3
2015,процент,,,,45-54,,4.2
2016,процент,,,,45-54,,6.4
2017,процент,,,,45-54,,4.0
2018,процент,,,,45-54,,4.9
2010,процент,,,,55-64,,1.2
2011,процент,,,,55-64,,3.4
2012,процент,,,,55-64,,3.8
2013,процент,,,,55-64,,0.4
2014,процент,,,,55-64,,1.8
2015,процент,,,,55-64,,5.9
2016,процент,,,,55-64,,3.7
2017,процент,,,,55-64,,6.0
2018,процент,,,,55-64,,5.2
2010,процент,Алматинская,,,,KZ01,53.1
2010,процент,Алматинская,,,16-24,KZ01,3.3
2011,процент,Алматинская,,,16-24,KZ01,2.1
2012,процент,Алматинская,,,16-24,KZ01,1.9
2013,процент,Алматинская,,,16-24,KZ01,2.4
2014,процент,Алматинская,,,16-24,KZ01,3.0
2015,процент,Алматинская,,,16-24,KZ01,2.7
2016,процент,Алматинская,,,16-24,KZ01,3.3
2017,процент,Алматинская,,,16-24,KZ01,3.2
2018,процент,Алматинская,,,16-24,KZ01,3.3
2010,процент,Алматинская,,,25-28,KZ01,5.0
2011,процент,Алматинская,,,25-28,KZ01,6.2
2012,процент,Алматинская,,,25-28,KZ01,6.0
2013,процент,Алматинская,,,25-28,KZ01,11.6
2014,процент,Алматинская,,,25-28,KZ01,3.5
2015,процент,Алматинская,,,25-28,KZ01,2.4
2016,процент,Алматинская,,,25-28,KZ01,2.8
2017,процент,Алматинская,,,25-28,KZ01,2.7
2018,процент,Алматинская,,,25-28,KZ01,2.6
2010,процент,Алматинская,,,29-34,KZ01,5.1
2011,процент,Алматинская,,,29-34,KZ01,8.0
2012,процент,Алматинская,,,29-34,KZ01,4.7
2013,процент,Алматинская,,,29-34,KZ01,11.7
2014,процент,Алматинская,,,29-34,KZ01,9.4
2015,процент,Алматинская,,,29-34,KZ01,7.7
2016,процент,Алматинская,,,29-34,KZ01,7.2
2017,процент,Алматинская,,,29-34,KZ01,9.8
2018,процент,Алматинская,,,29-34,KZ01,7.9
2010,процент,Алматинская,,,35-44,KZ01,4.4
2011,процент,Алматинская,,,35-44,KZ01,3.4
2012,процент,Алматинская,,,35-44,KZ01,6.3
2013,процент,Алматинская,,,35-44,KZ01,2.2
2014,процент,Алматинская,,,35-44,KZ01,4.6
2015,процент,Алматинская,,,35-44,KZ01,5.2
2016,процент,Алматинская,,,35-44,KZ01,5.9
2017,процент,Алматинская,,,35-44,KZ01,4.9
2018,процент,Алматинская,,,35-44,KZ01,3.4
2010,процент,Алматинская,,,45-54,KZ01,5.6
2011,процент,Алматинская,,,45-54,KZ01,4.0
2012,процент,Алматинская,,,45-54,KZ01,5.4
2013,процент,Алматинская,,,45-54,KZ01,1.7
2014,процент,Алматинская,,,45-54,KZ01,4.2
2015,процент,Алматинская,,,45-54,KZ01,5.0
2016,процент,Алматинская,,,45-54,KZ01,3.9
2017,процент,Алматинская,,,45-54,KZ01,2.8
2018,процент,Алматинская,,,45-54,KZ01,2.6
2010,процент,Алматинская,,,55-64,KZ01,13.3
2011,процент,Алматинская,,,55-64,KZ01,10.2
2012,процент,Алматинская,,,55-64,KZ01,6.5
2013,процент,Алматинская,,,55-64,KZ01,0.1
2014,процент,Алматинская,,,55-64,KZ01,8.0
2015,процент,Алматинская,,,55-64,KZ01,9.3
2016,процент,Алматинская,,,55-64,KZ01,6.1
2017,процент,Алматинская,,,55-64,KZ01,2.3
2018,процент,Алматинская,,,55-64,KZ01,9.7
2010,процент,,,,16-24,,1.5
2011,процент,,,,16-24,,0.8
2012,процент,,,,16-24,,1.0
2013,процент,,,,16-24,,1.0
2014,процент,,,,16-24,,1.3
2015,процент,,,,16-24,,1.4
2016,процент,,,,16-24,,1.6
2017,процент,,,,16-24,,1.5
2018,процент,,,,16-24,,1.6
2010,процент,,,,25-28,,15.4
2011,процент,,,,25-28,,9.2
2012,процент,,,,25-28,,6.8
2013,процент,,,,25-28,,6.8
2014,процент,,,,25-28,,4.9
2015,процент,,,,25-28,,3.9
2016,процент,,,,25-28,,2.9
2017,процент,,,,25-28,,2.9
2018,процент,,,,25-28,,3.1
2010,процент,,,,29-34,,6.2
2011,процент,,,,29-34,,8.1
2012,процент,,,,29-34,,5.9
2013,процент,,,,29-34,,6.8
2014,процент,,,,29-34,,6.2
2015,процент,,,,29-34,,5.8
2016,процент,,,,29-34,,7.1
2017,процент,,,,29-34,,8.5
2018,процент,,,,29-34,,6.0
2010,процент,,,,35-44,,3.7
2011,процент,,,,35-44,,3.1
2012,процент,,,,35-44,,3.5
2013,процент,,,,35-44,,4.1
2014,процент,,,,35-44,,5.6
2015,процент,,,,35-44,,4.4
2016,процент,,,,35-44,,6.0
2017,процент,,,,35-44,,4.6
2018,процент,,,,35-44,,5.0
2010,процент,,,,45-54,,3.5
2011,процент,,,,45-54,,4.2
2012,процент,,,,45-54,,5.8
2013,процент,,,,45-54,,6.4
2014,процент,,,,45-54,,5.5
2015,процент,,,,45-54,,5.1
2016,процент,,,,45-54,,4.8
2017,процент,,,,45-54,,5.2
2018,процент,,,,45-54,,5.7
2010,процент,,,,55-64,,5.4
2011,процент,,,,55-64,,7.8
2012,процент,,,,55-64,,10.3
2013,процент,,,,55-64,,5.6
2014,процент,,,,55-64,,5.8
2015,процент,,,,55-64,,11.9
2016,процент,,,,55-64,,7.1
2017,процент,,,,55-64,,6.1
2018,процент,,,,55-64,,7.2
2010,процент,,,,16-24,,6.5
2011,процент,,,,16-24,,5.5
2012,процент,,,,16-24,,5.0
2013,процент,,,,16-24,,4.5
2014,процент,,,,16-24,,4.1
2015,процент,,,,16-24,,4.3
2016,процент,,,,16-24,,4.0
2017,процент,,,,16-24,,4.0
2018,процент,,,,16-24,,3.9
2010,процент,,,,25-28,,6.4
2011,процент,,,,25-28,,4.4
2012,процент,,,,25-28,,9.2
2013,процент,,,,25-28,,5.5
2014,процент,,,,25-28,,4.7
2015,процент,,,,25-28,,4.1
2016,процент,,,,25-28,,3.9
2017,процент,,,,25-28,,3.9
2018,процент,,,,25-28,,3.8
2010,процент,,,,29-34,,6.9
2011,процент,,,,29-34,,6.4
2012,процент,,,,29-34,,6.7
2013,процент,,,,29-34,,6.5
2014,процент,,,,29-34,,7.4
2015,процент,,,,29-34,,5.6
2016,процент,,,,29-34,,6.8
2017,процент,,,,29-34,,5.7
2018,процент,,,,29-34,,6.1
2010,процент,,,,35-44,,5.9
2011,процент,,,,35-44,,5.9
