Year,Units,Регионы,Местность,Пол,Образование,Брачное состояние,гражданство,GeoCode,Value
2015,на 100 000 населения,Павлодарская,сельское население,,,,,,1.7781887369525402
2016,на 100 000 населения,Павлодарская,сельское население,,,,,,2.688111825451939
2017,на 100 000 населения,Павлодарская,сельское население,,,,,,0.4507946382485726
2018,на 100 000 населения,Павлодарская,сельское население,,,,,,0.45
2010,на 100 000 населения,Северо-Казахстанская,сельское население,,,,,,1.701374710766299
2011,на 100 000 населения,Северо-Казахстанская,сельское население,,,,,,2.586868480732141
2012,на 100 000 населения,Северо-Казахстанская,сельское население,,,,,,2.3334704247207863
2013,на 100 000 населения,Северо-Казахстанская,сельское население,,,,,,4.444365433503405
2014,на 100 000 населения,Северо-Казахстанская,сельское население,,,,,,3.6187851135243054
2015,на 100 000 населения,Северо-Казахстанская,сельское население,,,,,,3.696527420532362
2016,на 100 000 населения,Северо-Казахстанская,сельское население,,,,,,3.781528493817201
2017,на 100 000 населения,Северо-Казахстанская,сельское население,,,,,,4.182478311436987
2018,на 100 000 населения,Северо-Казахстанская,сельское население,,,,,,5.59
2010,на 100 000 населения,Восточно-Казахстанская,сельское население,,,,,,7.774538386783285
2011,на 100 000 населения,Восточно-Казахстанская,сельское население,,,,,,6.989978757284068
2012,на 100 000 населения,Восточно-Казахстанская,сельское население,,,,,,7.231255552571228
2013,на 100 000 населения,Восточно-Казахстанская,сельское население,,,,,,4.868803143855745
2014,на 100 000 населения,Восточно-Казахстанская,сельское население,,,,,,4.211228187153998
2015,на 100 000 населения,Восточно-Казахстанская,сельское население,,,,,,4.610231522280717
2016,на 100 000 населения,Восточно-Казахстанская,сельское население,,,,,,3.5994075375193244
2017,на 100 000 населения,Восточно-Казахстанская,сельское население,,,,,,4.0396769727395245
2018,на 100 000 населения,Восточно-Казахстанская,сельское население,,,,,,4.31
2010,на 100 000 населения,,,мужчины,,,,,10.538411110154874
2011,на 100 000 населения,,,мужчины,,,,,8.668024072555871
2012,на 100 000 населения,,,мужчины,,,,,8.789759929681919
2013,на 100 000 населения,,,мужчины,,,,,6.811196195655018
2014,на 100 000 населения,,,мужчины,,,,,6.228397492015972
2015,на 100 000 населения,,,мужчины,,,,,5.22562737313374
2016,на 100 000 населения,,,мужчины,,,,,4.36948200371894
2017,на 100 000 населения,,,мужчины,,,,,3.963473725834838
2018,на 100 000 населения,,,мужчины,,,,,3.89
2010,на 100 000 населения,Акмолинская,,мужчины,,,,,16.675145554236618
2011,на 100 000 населения,Акмолинская,,мужчины,,,,,14.998740671773787
2012,на 100 000 населения,Акмолинская,,мужчины,,,,,12.728080124678614
2013,на 100 000 населения,Акмолинская,,мужчины,,,,,9.024099987027855
2014,на 100 000 населения,Акмолинская,,мужчины,,,,,12.095639943741212
2015,на 100 000 населения,Акмолинская,,мужчины,,,,,11.181054820711786
2016,на 100 000 населения,Акмолинская,,мужчины,,,,,9.789744263909126
2017,на 100 000 населения,Акмолинская,,мужчины,,,,,8.130639755183632
2018,на 100 000 населения,Акмолинская,,мужчины,,,,,9.49
2010,на 100 000 населения,Актюбинская,,мужчины,,,,,5.124525981346727
2011,на 100 000 населения,Актюбинская,,мужчины,,,,,3.189139915540945
2012,на 100 000 населения,Актюбинская,,мужчины,,,,,5.248324472412184
2013,на 100 000 населения,Актюбинская,,мужчины,,,,,4.135232438830866
2014,на 100 000 населения,Актюбинская,,мужчины,,,,,3.809330319729791
2015,на 100 000 населения,Актюбинская,,мужчины,,,,,2.4975336854855827
2016,на 100 000 населения,Актюбинская,,мужчины,,,,,3.4458145659504296
2017,на 100 000 населения,Актюбинская,,мужчины,,,,,4.610553800309635
2018,на 100 000 населения,Актюбинская,,мужчины,,,,,3.11
2010,на 100 000 населения,Алматинская,,мужчины,,,,,10.111634644658476
2011,на 100 000 населения,Алматинская,,мужчины,,,,,8.725824886698934
2012,на 100 000 населения,Алматинская,,мужчины,,,,,8.344565047468956
2013,на 100 000 населения,Алматинская,,мужчины,,,,,5.594394002809628
2014,на 100 000 населения,Алматинская,,мужчины,,,,,5.145255714063733
2015,на 100 000 населения,Алматинская,,мужчины,,,,,7.1411393687862885
2016,на 100 000 населения,Алматинская,,мужчины,,,,,5.988704065091017
2017,на 100 000 населения,Алматинская,,мужчины,,,,,5.262532036928807
2018,на 100 000 населения,Алматинская,,мужчины,,,,,4.38
2010,на 100 000 населения,Атырауская,,мужчины,,,,,4.655186459614319
2011,на 100 000 населения,Атырауская,,мужчины,,,,,5.695647386267416
2012,на 100 000 населения,Атырауская,,мужчины,,,,,4.457619185592974
2013,на 100 000 населения,Атырауская,,мужчины,,,,,3.2677009545317564
2014,на 100 000 населения,Атырауская,,мужчины,,,,,3.5459106785100083
2015,на 100 000 населения,Атырауская,,мужчины,,,,,1.0386409037560718
2016,на 100 000 населения,Атырауская,,мужчины,,,,,2.706588852237165
2017,на 100 000 населения,Атырауская,,мужчины,,,,,1.6543062418628809
2018,на 100 000 населения,Атырауская,,мужчины,,,,,0.65
2010,на 100 000 населения,Западно-Казахстанская,,мужчины,,,,,9.236168837166344
2011,на 100 000 населения,Западно-Казахстанская,,мужчины,,,,,8.487206385095108
2012,на 100 000 населения,Западно-Казахстанская,,мужчины,,,,,7.0731362286037625
2013,на 100 000 населения,Западно-Казахстанская,,мужчины,,,,,6.004563468235859
2014,на 100 000 населения,Западно-Казахстанская,,мужчины,,,,,5.9426141559672105
2015,на 100 000 населения,Западно-Казахстанская,,мужчины,,,,,4.246950362950912
2016,на 100 000 населения,Западно-Казахстанская,,мужчины,,,,,2.588778937694563
2017,на 100 000 населения,Западно-Казахстанская,,мужчины,,,,,2.88681750822743
2018,на 100 000 населения,Западно-Казахстанская,,мужчины,,,,,5.08
2010,на 100 000 населения,Жамбылская,,мужчины,,,,,5.719932386454411
2011,на 100 000 населения,Жамбылская,,мужчины,,,,,7.014153002057485
2012,на 100 000 населения,Жамбылская,,мужчины,,,,,7.886511180572254
2013,на 100 000 населения,Жамбылская,,мужчины,,,,,8.912453162214232
2014,на 100 000 населения,Жамбылская,,мужчины,,,,,5.7945008317912485
2015,на 100 000 населения,Жамбылская,,мужчины,,,,,2.2139077686023603
2016,на 100 000 населения,Жамбылская,,мужчины,,,,,2.012234385061172
2017,на 100 000 населения,Жамбылская,,мужчины,,,,,2.368560816898406
2018,на 100 000 населения,Жамбылская,,мужчины,,,,,2.36
2010,на 100 000 населения,Карагандинская,,мужчины,,,,,21.182850364345036
2011,на 100 000 населения,Карагандинская,,мужчины,,,,,13.282536745747244
2012,на 100 000 населения,Карагандинская,,мужчины,,,,,17.27454385866622
2013,на 100 000 населения,Карагандинская,,мужчины,,,,,10.841938476645687
2014,на 100 000 населения,Карагандинская,,мужчины,,,,,8.159683465864044
2015,на 100 000 населения,Карагандинская,,мужчины,,,,,8.262035031028532
2016,на 100 000 населения,Карагандинская,,мужчины,,,,,5.493264647179818
2017,на 100 000 населения,Карагандинская,,мужчины,,,,,5.498076055191518
2018,на 100 000 населения,Карагандинская,,мужчины,,,,,4.74
2010,на 100 000 населения,Костанайская,,мужчины,,,,,16.336100861008607
2011,на 100 000 населения,Костанайская,,мужчины,,,,,14.4386609585827
2012,на 100 000 населения,Костанайская,,мужчины,,,,,14.686338334713687
2013,на 100 000 населения,Костанайская,,мужчины,,,,,13.228022242318128
2014,на 100 000 населения,Костанайская,,мужчины,,,,,10.328618199025266
2015,на 100 000 населения,Костанайская,,мужчины,,,,,11.023455997239344
2016,на 100 000 населения,Костанайская,,мужчины,,,,,8.388236337360485
2017,на 100 000 населения,Костанайская,,мужчины,,,,,4.329025151636132
2018,на 100 000 населения,Костанайская,,мужчины,,,,,5.06
2010,на 100 000 населения,Кызылординская,,мужчины,,,,,2.022268060298256
2011,на 100 000 населения,Кызылординская,,мужчины,,,,,0.28361633516644025
2012,на 100 000 населения,Кызылординская,,мужчины,,,,,0.8346409374687009
2013,на 100 000 населения,Кызылординская,,мужчины,,,,,3.2765847065408824
2014,на 100 000 населения,Кызылординская,,мужчины,,,,,2.1456177099285783
2015,на 100 000 населения,Кызылординская,,мужчины,,,,,1.5818071091684176
2016,на 100 000 населения,Кызылординская,,мужчины,,,,,1.5596609297138802
2017,на 100 000 населения,Кызылординская,,мужчины,,,,,2.8231839869004265
2018,на 100 000 населения,Кызылординская,,мужчины,,,,,0.51
2010,на 100 000 населения,Мангистауская,,мужчины,,,,,1.9650612116567432
2011,на 100 000 населения,Мангистауская,,мужчины,,,,,2.2610452058304817
2012,на 100 000 населения,Мангистауская,,мужчины,,,,,1.4472984365558639
2013,на 100 000 населения,Мангистауская,,мужчины,,,,,1.7436426787931203
2014,на 100 000 населения,Мангистауская,,мужчины,,,,,1.0111530177861816
2015,на 100 000 населения,Мангистауская,,мужчины,,,,,0.32595055330106426
2016,на 100 000 населения,Мангистауская,,мужчины,,,,,1.5822384243436876
2017,на 100 000 населения,Мангистауская,,мужчины,,,,,1.84899276119334
2018,на 100 000 населения,Мангистауская,,мужчины,,,,,2.1
2010,на 100 000 населения,Южно-Казахстанская,,мужчины,,,,,3.8253382435800063
2011,на 100 000 населения,Южно-Казахстанская,,мужчины,,,,,2.1810607589000908
2012,на 100 000 населения,Южно-Казахстанская,,мужчины,,,,,2.7413929779218864
2013,на 100 000 населения,Южно-Казахстанская,,мужчины,,,,,4.0975820540806325
2014,на 100 000 населения,Южно-Казахстанская,,мужчины,,,,,5.399473478370001
2015,на 100 000 населения,Южно-Казахстанская,,мужчины,,,,,2.931767054661009
2016,на 100 000 населения,Южно-Казахстанская,,мужчины,,,,,2.8126645848260963
2017,на 100 000 населения,Южно-Казахстанская,,мужчины,,,,,2.699545749513303
2018,на 100 000 населения,Южно-Казахстанская,,мужчины,,,,,3.32
2010,на 100 000 населения,Павлодарская,,мужчины,,,,,21.963791121494
2011,на 100 000 населения,Павлодарская,,мужчины,,,,,14.8021633931113
2012,на 100 000 населения,Павлодарская,,мужчины,,,,,11.927345427282953
2013,на 100 000 населения,Павлодарская,,мужчины,,,,,5.088785165625821
2014,на 100 000 населения,Павлодарская,,мужчины,,,,,6.186691863375348
2015,на 100 000 населения,Павлодарская,,мужчины,,,,,1.6796466023548646
2016,на 100 000 населения,Павлодарская,,мужчины,,,,,3.0739737817981627
2017,на 100 000 населения,Павлодарская,,мужчины,,,,,1.1192192326632942
2018,на 100 000 населения,Павлодарская,,мужчины,,,,,3.08
2010,на 100 000 населения,Северо-Казахстанская,,мужчины,,,,,2.4876505917054623
2011,на 100 000 населения,Северо-Казахстанская,,мужчины,,,,,1.0739831169854008
2012,на 100 000 населения,Северо-Казахстанская,,мужчины,,,,,5.4133059059167445
2013,на 100 000 населения,Северо-Казахстанская,,мужчины,,,,,5.813362012585928
2014,на 100 000 населения,Северо-Казахстанская,,мужчины,,,,,4.754537840635206
2015,на 100 000 населения,Северо-Казахстанская,,мужчины,,,,,3.6750924285745774
2016,на 100 000 населения,Северо-Казахстанская,,мужчины,,,,,3.699155112972197
2017,на 100 000 населения,Северо-Казахстанская,,мужчины,,,,,2.612861624714685
2018,на 100 000 населения,Северо-Казахстанская,,мужчины,,,,,4.13
2010,на 100 000 населения,Восточно-Казахстанская,,мужчины,,,,,14.159420006055413
2011,на 100 000 населения,Восточно-Казахстанская,,мужчины,,,,,10.700054856619264
2012,на 100 000 населения,Восточно-Казахстанская,,мужчины,,,,,10.709383531683184
2013,на 100 000 населения,Восточно-Казахстанская,,мужчины,,,,,5.127555483166537
2014,на 100 000 населения,Восточно-Казахстанская,,мужчины,,,,,6.176252159805252
2015,на 100 000 населения,Восточно-Казахстанская,,мужчины,,,,,4.363592590920718
2016,на 100 000 населения,Восточно-Казахстанская,,мужчины,,,,,3.6168436408353695
2017,на 100 000 населения,Восточно-Казахстанская,,мужчины,,,,,3.4798238301361817
2018,на 100 000 населения,Восточно-Казахстанская,,мужчины,,,,,4.25
2010,на 100 000 населения,г_Нур-Султан,,мужчины,,,,,16.777141602125507
2011,на 100 000 населения,г_Нур-Султан,,мужчины,,,,,13.178061392577314
2012,на 100 000 населения,г_Нур-Султан,,мужчины,,,,,11.427762933778837
2013,на 100 000 населения,г_Нур-Султан,,мужчины,,,,,9.625290059416656
2014,на 100 000 населения,г_Нур-Султан,,мужчины,,,,,6.710775517102536
2015,на 100 000 населения,г_Нур-Султан,,мужчины,,,,,7.449881522851911
2016,на 100 000 населения,г_Нур-Султан,,мужчины,,,,,5.845573439512927
2017,на 100 000 населения,г_Нур-Султан,,мужчины,,,,,3.5207621414517964
2018,на 100 000 населения,г_Нур-Султан,,мужчины,,,,,4.14
2010,на 100 000 населения,г_Алматы,,мужчины,,,,,14.79018181025598
2011,на 100 000 населения,г_Алматы,,мужчины,,,,,18.048056774904026
2012,на 100 000 населения,г_Алматы,,мужчины,,,,,16.357524461252176
2013,на 100 000 населения,г_Алматы,,мужчины,,,,,12.070770041526394
2014,на 100 000 населения,г_Алматы,,мужчины,,,,,9.762060388954444
2015,на 100 000 населения,г_Алматы,,мужчины,,,,,9.547226073082054
2016,на 100 000 населения,г_Алматы,,мужчины,,,,,6.205500859905119
2017,на 100 000 населения,г_Алматы,,мужчины,,,,,7.147500377400344
2018,на 100 000 населения,г_Алматы,,мужчины,,,,,4.91
2010,на 100 000 населения,,городское население,мужчины,,,,,13.275153114367724
2011,на 100 000 населения,,городское население,мужчины,,,,,11.302727874438254
2012,на 100 000 населения,,городское население,мужчины,,,,,10.99780995088341
2013,на 100 000 населения,,городское население,мужчины,,,,,8.668078955250131
2014,на 100 000 населения,,городское население,мужчины,,,,,7.251621997706896
2015,на 100 000 населения,,городское население,мужчины,,,,,6.013338483547312
2016,на 100 000 населения,,городское население,мужчины,,,,,4.545435502993285
2017,на 100 000 населения,,городское население,мужчины,,,,,4.436329885901087
2018,на 100 000 населения,,городское население,мужчины,,,,,4.34
2010,на 100 000 населения,Акмолинская,городское население,мужчины,,,,,16.898023557096547
2011,на 100 000 населения,Акмолинская,городское население,мужчины,,,,,16.251625162516252
2012,на 100 000 населения,Акмолинская,городское население,мужчины,,,,,11.83240334794739
2013,на 100 000 населения,Акмолинская,городское население,мужчины,,,,,7.422251911229867
2014,на 100 000 населения,Акмолинская,городское население,мужчины,,,,,11.696626446688008
2015,на 100 000 населения,Акмолинская,городское население,мужчины,,,,,12.826307367186642
2016,на 100 000 населения,Акмолинская,городское население,мужчины,,,,,9.130307752239966
2017,на 100 000 населения,Акмолинская,городское население,мужчины,,,,,9.150721534392986
2018,на 100 000 населения,Акмолинская,городское население,мужчины,,,,,11.58
2010,на 100 000 населения,Актюбинская,городское население,мужчины,,,,,4.0588991363564615
2011,на 100 000 населения,Актюбинская,городское население,мужчины,,,,,3.092241565911129
2012,на 100 000 населения,Актюбинская,городское население,мужчины,,,,,6.09538405273378
2013,на 100 000 населения,Актюбинская,городское население,мужчины,,,,,2.5705398990634665
2014,на 100 000 населения,Актюбинская,городское население,мужчины,,,,,3.7720349709553305
2015,на 100 000 населения,Актюбинская,городское население,мужчины,,,,,2.8655171849159182
2016,на 100 000 населения,Актюбинская,городское население,мужчины,,,,,4.00755022462319
2017,на 100 000 населения,Актюбинская,городское население,мужчины,,,,,4.698843301407304
2018,на 100 000 населения,Актюбинская,городское население,мужчины,,,,,3.45
2010,на 100 000 населения,Алматинская,городское население,мужчины,,,,,12.597143355491385
2011,на 100 000 населения,Алматинская,городское население,мужчины,,,,,15.256693874437413
2012,на 100 000 населения,Алматинская,городское население,мужчины,,,,,9.382447317558313
2013,на 100 000 населения,Алматинская,городское население,мужчины,,,,,10.62728717702288
2014,на 100 000 населения,Алматинская,городское население,мужчины,,,,,5.1796027244710325
2015,на 100 000 населения,Алматинская,городское население,мужчины,,,,,12.535423764477295
2016,на 100 000 населения,Алматинская,городское население,мужчины,,,,,8.414078968345349
2017,на 100 000 населения,Алматинская,городское население,мужчины,,,,,6.675359468107357
2018,на 100 000 населения,Алматинская,городское население,мужчины,,,,,7.71
2010,на 100 000 населения,Атырауская,городское население,мужчины,,,,,5.018442777206233
2011,на 100 000 населения,Атырауская,городское население,мужчины,,,,,8.141598684317652
2012,на 100 000 населения,Атырауская,городское население,мужчины,,,,,3.169371196754564
2013,на 100 000 населения,Атырауская,городское население,мужчины,,,,,3.9285938776793015
2014,на 100 000 населения,Атырауская,городское население,мужчины,,,,,4.657842642549394
2015,на 100 000 населения,Атырауская,городское население,мужчины,,,,,1.4995876134063133
2016,на 100 000 населения,Атырауская,городское население,мужчины,,,,,3.6283417027081937
2017,на 100 000 населения,Атырауская,городское население,мужчины,,,,,0.7080924343863848
2018,на 100 000 населения,Атырауская,городское население,мужчины,,,,,0.0
2010,на 100 000 населения,Западно-Казахстанская,городское население,мужчины,,,,,10.52599921806863
2011,на 100 000 населения,Западно-Казахстанская,городское население,мужчины,,,,,11.03557870574733
2012,на 100 000 населения,Западно-Казахстанская,городское население,мужчины,,,,,7.928156487394231
2013,на 100 000 населения,Западно-Казахстанская,городское население,мужчины,,,,,8.505571149102662
2014,на 100 000 населения,Западно-Казахстанская,городское население,мужчины,,,,,10.457990253153085
2015,на 100 000 населения,Западно-Казахстанская,городское население,мужчины,,,,,4.801723132644172
2016,на 100 000 населения,Западно-Казахстанская,городское население,мужчины,,,,,2.0197667842619773
2017,на 100 000 населения,Западно-Казахстанская,городское население,мужчины,,,,,4.588794818595106
2018,на 100 000 населения,Западно-Казахстанская,городское население,мужчины,,,,,4.48
2010,на 100 000 населения,Жамбылская,городское население,мужчины,,,,,8.073753740418725
2011,на 100 000 населения,Жамбылская,городское население,мужчины,,,,,9.040683073832243
2012,на 100 000 населения,Жамбылская,городское население,мужчины,,,,,9.965668272800203
2013,на 100 000 населения,Жамбылская,городское население,мужчины,,,,,15.187293624276155
2014,на 100 000 населения,Жамбылская,городское население,мужчины,,,,,5.292685508627077
2015,на 100 000 населения,Жамбылская,городское население,мужчины,,,,,2.366987156727688
2016,на 100 000 населения,Жамбылская,городское население,мужчины,,,,,0.9393905234283996
2017,на 100 000 населения,Жамбылская,городское население,мужчины,,,,,2.8307561657407736
2018,на 100 000 населения,Жамбылская,городское население,мужчины,,,,,3.31
2010,на 100 000 населения,Карагандинская,городское население,мужчины,,,,,25.189639071382928
2011,на 100 000 населения,Карагандинская,городское население,мужчины,,,,,15.864718696164196
2012,на 100 000 населения,Карагандинская,городское население,мужчины,,,,,18.601115258171347
2013,на 100 000 населения,Карагандинская,городское население,мужчины,,,,,12.646463105449419
2014,на 100 000 населения,Карагандинская,городское население,мужчины,,,,,9.542724567147976
2015,на 100 000 населения,Карагандинская,городское население,мужчины,,,,,8.269816547902911
2016,на 100 000 населения,Карагандинская,городское население,мужчины,,,,,5.677079866725657
2017,на 100 000 населения,Карагандинская,городское население,мужчины,,,,,6.057124546204138
2018,на 100 000 населения,Карагандинская,городское население,мужчины,,,,,5.66
2010,на 100 000 населения,Костанайская,городское население,мужчины,,,,,14.867382944138287
2011,на 100 000 населения,Костанайская,городское население,мужчины,,,,,15.25620583082344
2012,на 100 000 населения,Костанайская,городское население,мужчины,,,,,17.065179233139602
2013,на 100 000 населения,Костанайская,городское население,мужчины,,,,,15.458489125919053
2014,на 100 000 населения,Костанайская,городское население,мужчины,,,,,9.556985917781251
2015,на 100 000 населения,Костанайская,городское население,мужчины,,,,,11.299860635052168
2016,на 100 000 населения,Костанайская,городское население,мужчины,,,,,5.592319880697176
2017,на 100 000 населения,Костанайская,городское население,мужчины,,,,,3.7036865570066806
2018,на 100 000 населения,Костанайская,городское население,мужчины,,,,,5.05
2010,на 100 000 населения,Кызылординская,городское население,мужчины,,,,,1.4040309729232627
2011,на 100 000 населения,Кызылординская,городское население,мужчины,,,,,0.0
2012,на 100 000 населения,Кызылординская,городское население,мужчины,,,,,0.670196367535688
2013,на 100 000 населения,Кызылординская,городское население,мужчины,,,,,2.6161060569395485
2014,на 100 000 населения,Кызылординская,городское население,мужчины,,,,,2.552029501461037
2015,на 100 000 населения,Кызылординская,городское население,мужчины,,,,,1.242097156839608
2016,на 100 000 населения,Кызылординская,городское население,мужчины,,,,,2.4253154425897523
2017,на 100 000 населения,Кызылординская,городское население,мужчины,,,,,4.164336621176247
2018,на 100 000 населения,Кызылординская,городское население,мужчины,,,,,1.17
2010,на 100 000 населения,Мангистауская,городское население,мужчины,,,,,1.5112017832181042
2011,на 100 000 населения,Мангистауская,городское население,мужчины,,,,,0.7372021703231895
2012,на 100 000 населения,Мангистауская,городское население,мужчины,,,,,0.7209909299341014
2013,на 100 000 населения,Мангистауская,городское население,мужчины,,,,,2.1205309809576316
2014,на 100 000 населения,Мангистауская,городское население,мужчины,,,,,0.0
2015,на 100 000 населения,Мангистауская,городское население,мужчины,,,,,0.0
2016,на 100 000 населения,Мангистауская,городское население,мужчины,,,,,0.7311865695650902
2017,на 100 000 населения,Мангистауская,городское население,мужчины,,,,,1.4654806043642012
2018,на 100 000 населения,Мангистауская,городское население,мужчины,,,,,3.7
2010,на 100 000 населения,Южно-Казахстанская,городское население,мужчины,,,,,7.092376112877251
2011,на 100 000 населения,Южно-Казахстанская,городское население,мужчины,,,,,3.8847735279264097
2012,на 100 000 населения,Южно-Казахстанская,городское население,мужчины,,,,,4.602107765356533
2013,на 100 000 населения,Южно-Казахстанская,городское население,мужчины,,,,,7.042997499735888
2014,на 100 000 населения,Южно-Казахстанская,городское население,мужчины,,,,,7.661756609155978
2015,на 100 000 населения,Южно-Казахстанская,городское население,мужчины,,,,,3.4209197387068926
2016,на 100 000 населения,Южно-Казахстанская,городское население,мужчины,,,,,3.5029058196003504
2017,на 100 000 населения,Южно-Казахстанская,городское население,мужчины,,,,,3.7280366217464147
2018,на 100 000 населения,Южно-Казахстанская,городское население,мужчины,,,,,3.6
2010,на 100 000 населения,Павлодарская,городское население,мужчины,,,,,20.8858142696998
2011,на 100 000 населения,Павлодарская,городское население,мужчины,,,,,13.984117432685544
2012,на 100 000 населения,Павлодарская,городское население,мужчины,,,,,13.473684210526311
2013,на 100 000 населения,Павлодарская,городское население,мужчины,,,,,6.667388967138108
2014,на 100 000 населения,Павлодарская,городское население,мужчины,,,,,6.5896229911946165
2015,на 100 000 населения,Павлодарская,городское население,мужчины,,,,,0.8157604927193376
2016,на 100 000 населения,Павлодарская,городское население,мужчины,,,,,2.8401137668428884
2017,на 100 000 населения,Павлодарская,городское население,мужчины,,,,,1.6230275143739374
2018,на 100 000 населения,Павлодарская,городское население,мужчины,,,,,4.47
2010,на 100 000 населения,Северо-Казахстанская,городское население,мужчины,,,,,4.63641252944122
2011,на 100 000 населения,Северо-Казахстанская,городское население,мужчины,,,,,0.0
2012,на 100 000 населения,Северо-Казахстанская,городское население,мужчины,,,,,9.253689908851156
2013,на 100 000 населения,Северо-Казахстанская,городское население,мужчины,,,,,3.680902557307052
2014,на 100 000 населения,Северо-Казахстанская,городское население,мужчины,,,,,4.561169848842831
2015,на 100 000 населения,Северо-Казахстанская,городское население,мужчины,,,,,1.7935289475572134
2016,на 100 000 населения,Северо-Казахстанская,городское население,мужчины,,,,,3.5392592330425243
2017,на 100 000 населения,Северо-Казахстанская,городское население,мужчины,,,,,0.8808554868488276
2018,на 100 000 населения,Северо-Казахстанская,городское население,мужчины,,,,,0.87
2010,на 100 000 населения,Восточно-Казахстанская,городское население,мужчины,,,,,16.208681369741633
2011,на 100 000 населения,Восточно-Казахстанская,городское население,мужчины,,,,,12.095603651259555
2012,на 100 000 населения,Восточно-Казахстанская,городское население,мужчины,,,,,10.960691218614995
2013,на 100 000 населения,Восточно-Казахстанская,городское население,мужчины,,,,,3.714996112521925
2014,на 100 000 населения,Восточно-Казахстанская,городское население,мужчины,,,,,6.3164876117886735
2015,на 100 000 населения,Восточно-Казахстанская,городское население,мужчины,,,,,3.6520627633072036
2016,на 100 000 населения,Восточно-Казахстанская,городское население,мужчины,,,,,2.3309178118379545
2017,на 100 000 населения,Восточно-Казахстанская,городское население,мужчины,,,,,2.058055163596092
2018,на 100 000 населения,Восточно-Казахстанская,городское население,мужчины,,,,,3.06
2010,на 100 000 населения,г_Нур-Султан,городское население,мужчины,,,,,16.777141602125507
2011,на 100 000 населения,г_Нур-Султан,городское население,мужчины,,,,,13.178061392577314
2012,на 100 000 населения,г_Нур-Султан,городское население,мужчины,,,,,11.427762933778837
2013,на 100 000 населения,г_Нур-Султан,городское население,мужчины,,,,,9.625290059416656
2014,на 100 000 населения,г_Нур-Султан,городское население,мужчины,,,,,6.710775517102536
2015,на 100 000 населения,г_Нур-Султан,городское население,мужчины,,,,,7.449881522851911
2016,на 100 000 населения,г_Нур-Султан,городское население,мужчины,,,,,5.845573439512927
2017,на 100 000 населения,г_Нур-Султан,городское население,мужчины,,,,,3.5207621414517964
2018,на 100 000 населения,г_Нур-Султан,городское население,мужчины,,,,,4.14
2010,на 100 000 населения,г_Алматы,городское население,мужчины,,,,,14.79018181025598
2011,на 100 000 населения,г_Алматы,городское население,мужчины,,,,,18.048056774904026
2012,на 100 000 населения,г_Алматы,городское население,мужчины,,,,,16.357524461252176
2013,на 100 000 населения,г_Алматы,городское население,мужчины,,,,,12.070770041526394
2014,на 100 000 населения,г_Алматы,городское население,мужчины,,,,,9.762060388954444
2015,на 100 000 населения,г_Алматы,городское население,мужчины,,,,,9.547226073082054
2016,на 100 000 населения,г_Алматы,городское население,мужчины,,,,,6.205500859905119
2017,на 100 000 населения,г_Алматы,городское население,мужчины,,,,,7.147500377400344
2018,на 100 000 населения,г_Алматы,городское население,мужчины,,,,,4.91
2010,на 100 000 населения,,сельское население,мужчины,,,,,7.457879195327259
2011,на 100 000 населения,,сельское население,мужчины,,,,,5.6869001054612935
2012,на 100 000 населения,,сельское население,мужчины,,,,,6.27904387574247
2013,на 100 000 населения,,сельское население,мужчины,,,,,4.6901186495793485
2014,на 100 000 населения,,сельское население,мужчины,,,,,5.018648723603412
2015,на 100 000 населения,,сельское население,мужчины,,,,,4.258108674293062
2016,на 100 000 населения,,сельское население,мужчины,,,,,4.150223472567674
2017,на 100 000 населения,,сельское население,мужчины,,,,,3.3671546753007418
2018,на 100 000 населения,,сельское население,мужчины,,,,,3.3
2010,на 100 000 населения,Акмолинская,сельское население,мужчины,,,,,16.491615044475825
2011,на 100 000 населения,Акмолинская,сельское население,мужчины,,,,,13.96221926889683
2012,на 100 000 населения,Акмолинская,сельское население,мужчины,,,,,13.473387468713241
2013,на 100 000 населения,Акмолинская,сельское население,мужчины,,,,,10.366454154356502
2014,на 100 000 населения,Акмолинская,сельское население,мужчины,,,,,12.431368486480887
2015,на 100 000 населения,Акмолинская,сельское население,мужчины,,,,,9.792703920174
2016,на 100 000 населения,Акмолинская,сельское население,мужчины,,,,,10.350413240248617
2017,на 100 000 населения,Акмолинская,сельское население,мужчины,,,,,7.263143696110068
2018,на 100 000 населения,Акмолинская,сельское население,мужчины,,,,,7.72
2010,на 100 000 населения,Актюбинская,сельское население,мужчины,,,,,6.710013352926572
2011,на 100 000 населения,Актюбинская,сельское население,мужчины,,,,,3.335468032874373
2012,на 100 000 населения,Актюбинская,сельское население,мужчины,,,,,3.963221306277743
2013,на 100 000 населения,Актюбинская,сельское население,мужчины,,,,,6.514445783524966
2014,на 100 000 населения,Актюбинская,сельское население,мужчины,,,,,3.866676977805274
2015,на 100 000 населения,Актюбинская,сельское население,мужчины,,,,,1.9217095528181871
2016,на 100 000 населения,Актюбинская,сельское население,мужчины,,,,,2.5516550672680065
2017,на 100 000 населения,Актюбинская,сельское население,мужчины,,,,,4.4666785778095415
2018,на 100 000 населения,Актюбинская,сельское население,мужчины,,,,,2.34
2010,на 100 000 населения,Алматинская,сельское население,мужчины,,,,,9.38236995822002
2011,на 100 000 населения,Алматинская,сельское население,мужчины,,,,,6.819431203768778
