Year,Units,Пол,Регионы,Местность,Образование,Брачное состояние,гражданство,GeoCode,Value
2014,на 1000 родившихся,мальчики и девочки,Костанайская,сельское население,,,,KZ13,12.48
2015,на 1000 родившихся,мальчики и девочки,Костанайская,сельское население,,,,KZ13,8.89
2016,на 1000 родившихся,мальчики и девочки,Костанайская,сельское население,,,,KZ13,9.24
2017,на 1000 родившихся,мальчики и девочки,Костанайская,сельское население,,,,KZ13,11.78
2018,на 1000 родившихся,мальчики и девочки,Костанайская,сельское население,,,,KZ13,10.76
2010,на 1000 родившихся,мальчики и девочки,Кызылординская,сельское население,,,,KZ14,22.79
2011,на 1000 родившихся,мальчики и девочки,Кызылординская,сельское население,,,,KZ14,20.35
2012,на 1000 родившихся,мальчики и девочки,Кызылординская,сельское население,,,,KZ14,19.89
2013,на 1000 родившихся,мальчики и девочки,Кызылординская,сельское население,,,,KZ14,14.61
2014,на 1000 родившихся,мальчики и девочки,Кызылординская,сельское население,,,,KZ14,11.4
2015,на 1000 родившихся,мальчики и девочки,Кызылординская,сельское население,,,,KZ14,8.61
2016,на 1000 родившихся,мальчики и девочки,Кызылординская,сельское население,,,,KZ14,7.33
2017,на 1000 родившихся,мальчики и девочки,Кызылординская,сельское население,,,,KZ14,8.43
2018,на 1000 родившихся,мальчики и девочки,Кызылординская,сельское население,,,,KZ14,7.76
2010,на 1000 родившихся,мальчики и девочки,Мангистауская,сельское население,,,,KZ09,18.34
2011,на 1000 родившихся,мальчики и девочки,Мангистауская,сельское население,,,,KZ09,16.21
2012,на 1000 родившихся,мальчики и девочки,Мангистауская,сельское население,,,,KZ09,13.69
2013,на 1000 родившихся,мальчики и девочки,Мангистауская,сельское население,,,,KZ09,10.01
2014,на 1000 родившихся,мальчики и девочки,Мангистауская,сельское население,,,,KZ09,8.33
2015,на 1000 родившихся,мальчики и девочки,Мангистауская,сельское население,,,,KZ09,10.43
2016,на 1000 родившихся,мальчики и девочки,Мангистауская,сельское население,,,,KZ09,10.05
2017,на 1000 родившихся,мальчики и девочки,Мангистауская,сельское население,,,,KZ09,9.1
2018,на 1000 родившихся,мальчики и девочки,Мангистауская,сельское население,,,,KZ09,10.86
2010,на 1000 родившихся,мальчики и девочки,Южно-Казахстанская,сельское население,,,,KZ10,18.41
2011,на 1000 родившихся,мальчики и девочки,Южно-Казахстанская,сельское население,,,,KZ10,13.86
2012,на 1000 родившихся,мальчики и девочки,Южно-Казахстанская,сельское население,,,,KZ10,14.24
2013,на 1000 родившихся,мальчики и девочки,Южно-Казахстанская,сельское население,,,,KZ10,12.74
2014,на 1000 родившихся,мальчики и девочки,Южно-Казахстанская,сельское население,,,,KZ10,10.13
2015,на 1000 родившихся,мальчики и девочки,Южно-Казахстанская,сельское население,,,,KZ10,10.89
2016,на 1000 родившихся,мальчики и девочки,Южно-Казахстанская,сельское население,,,,KZ10,10.78
2017,на 1000 родившихся,мальчики и девочки,Южно-Казахстанская,сельское население,,,,KZ10,9.71
2018,на 1000 родившихся,мальчики и девочки,Южно-Казахстанская,сельское население,,,,KZ10,8.769951639980956
2010,на 1000 родившихся,мальчики и девочки,Павлодарская,сельское население,,,,KZ11,12.85
2011,на 1000 родившихся,мальчики и девочки,Павлодарская,сельское население,,,,KZ11,16.11
2012,на 1000 родившихся,мальчики и девочки,Павлодарская,сельское население,,,,KZ11,9.28
2013,на 1000 родившихся,мальчики и девочки,Павлодарская,сельское население,,,,KZ11,9.89
2014,на 1000 родившихся,мальчики и девочки,Павлодарская,сельское население,,,,KZ11,9.82
2015,на 1000 родившихся,мальчики и девочки,Павлодарская,сельское население,,,,KZ11,7.51
2016,на 1000 родившихся,мальчики и девочки,Павлодарская,сельское население,,,,KZ11,8.92
2017,на 1000 родившихся,мальчики и девочки,Павлодарская,сельское население,,,,KZ11,6.24
2018,на 1000 родившихся,мальчики и девочки,Павлодарская,сельское население,,,,KZ11,4.48
2010,на 1000 родившихся,мальчики и девочки,Северо-Казахстанская,сельское население,,,,KZ16,14.75
2011,на 1000 родившихся,мальчики и девочки,Северо-Казахстанская,сельское население,,,,KZ16,13.32
2012,на 1000 родившихся,мальчики и девочки,Северо-Казахстанская,сельское население,,,,KZ16,10.81
2013,на 1000 родившихся,мальчики и девочки,Северо-Казахстанская,сельское население,,,,KZ16,10.15
2014,на 1000 родившихся,мальчики и девочки,Северо-Казахстанская,сельское население,,,,KZ16,9.17
2015,на 1000 родившихся,мальчики и девочки,Северо-Казахстанская,сельское население,,,,KZ16,7.96
2016,на 1000 родившихся,мальчики и девочки,Северо-Казахстанская,сельское население,,,,KZ16,8.6
2017,на 1000 родившихся,мальчики и девочки,Северо-Казахстанская,сельское население,,,,KZ16,9.1
2018,на 1000 родившихся,мальчики и девочки,Северо-Казахстанская,сельское население,,,,KZ16,11.2
2010,на 1000 родившихся,мальчики и девочки,Восточно-Казахстанская,сельское население,,,,KZ15,20.51
2011,на 1000 родившихся,мальчики и девочки,Восточно-Казахстанская,сельское население,,,,KZ15,18.54
2012,на 1000 родившихся,мальчики и девочки,Восточно-Казахстанская,сельское население,,,,KZ15,15.6
2013,на 1000 родившихся,мальчики и девочки,Восточно-Казахстанская,сельское население,,,,KZ15,14.36
2014,на 1000 родившихся,мальчики и девочки,Восточно-Казахстанская,сельское население,,,,KZ15,10.52
2015,на 1000 родившихся,мальчики и девочки,Восточно-Казахстанская,сельское население,,,,KZ15,8.86
2016,на 1000 родившихся,мальчики и девочки,Восточно-Казахстанская,сельское население,,,,KZ15,10.39
2017,на 1000 родившихся,мальчики и девочки,Восточно-Казахстанская,сельское население,,,,KZ15,9.45
2018,на 1000 родившихся,мальчики и девочки,Восточно-Казахстанская,сельское население,,,,KZ15,8.39
2010,на 1000 родившихся,мальчики,Республика Казахстан,,,,,,18.51
2011,на 1000 родившихся,мальчики,Республика Казахстан,,,,,,16.68
2012,на 1000 родившихся,мальчики,Республика Казахстан,,,,,,15.14
2013,на 1000 родившихся,мальчики,Республика Казахстан,,,,,,12.66
2014,на 1000 родившихся,мальчики,Республика Казахстан,,,,,,10.82
2015,на 1000 родившихся,мальчики,Республика Казахстан,,,,,,10.46
2016,на 1000 родившихся,мальчики,Республика Казахстан,,,,,,9.5
2017,на 1000 родившихся,мальчики,Республика Казахстан,,,,,,8.73870089621869
2018,на 1000 родившихся,мальчики,Республика Казахстан,,,,,,9.25
2010,на 1000 родившихся,мальчики,Акмолинская,,,,,KZ03,16.4
2011,на 1000 родившихся,мальчики,Акмолинская,,,,,KZ03,18.08
2012,на 1000 родившихся,мальчики,Акмолинская,,,,,KZ03,11.68
2013,на 1000 родившихся,мальчики,Акмолинская,,,,,KZ03,14.0
2014,на 1000 родившихся,мальчики,Акмолинская,,,,,KZ03,10.67
2015,на 1000 родившихся,мальчики,Акмолинская,,,,,KZ03,8.11
2016,на 1000 родившихся,мальчики,Акмолинская,,,,,KZ03,7.11
2017,на 1000 родившихся,мальчики,Акмолинская,,,,,KZ03,8.449345440300299
2018,на 1000 родившихся,мальчики,Акмолинская,,,,,KZ03,5.64
2010,на 1000 родившихся,мальчики,Актюбинская,,,,,KZ04,19.72
2011,на 1000 родившихся,мальчики,Актюбинская,,,,,KZ04,14.91
2012,на 1000 родившихся,мальчики,Актюбинская,,,,,KZ04,13.91
2013,на 1000 родившихся,мальчики,Актюбинская,,,,,KZ04,13.13
2014,на 1000 родившихся,мальчики,Актюбинская,,,,,KZ04,10.11
2015,на 1000 родившихся,мальчики,Актюбинская,,,,,KZ04,10.7
2016,на 1000 родившихся,мальчики,Актюбинская,,,,,KZ04,9.89
2017,на 1000 родившихся,мальчики,Актюбинская,,,,,KZ04,6.445571227933424
2018,на 1000 родившихся,мальчики,Актюбинская,,,,,KZ04,9.86
2010,на 1000 родившихся,мальчики,Алматинская,,,,,KZ01,13.76
2011,на 1000 родившихся,мальчики,Алматинская,,,,,KZ01,13.96
2012,на 1000 родившихся,мальчики,Алматинская,,,,,KZ01,14.07
2013,на 1000 родившихся,мальчики,Алматинская,,,,,KZ01,11.14
2014,на 1000 родившихся,мальчики,Алматинская,,,,,KZ01,9.12
2015,на 1000 родившихся,мальчики,Алматинская,,,,,KZ01,9.47
2016,на 1000 родившихся,мальчики,Алматинская,,,,,KZ01,8.33
2017,на 1000 родившихся,мальчики,Алматинская,,,,,KZ01,8.660066213897121
2018,на 1000 родившихся,мальчики,Алматинская,,,,,KZ01,7.94
2010,на 1000 родившихся,мальчики,Атырауская,,,,,KZ06,17.97
2011,на 1000 родившихся,мальчики,Атырауская,,,,,KZ06,18.31
2012,на 1000 родившихся,мальчики,Атырауская,,,,,KZ06,16.2
2013,на 1000 родившихся,мальчики,Атырауская,,,,,KZ06,10.0
2014,на 1000 родившихся,мальчики,Атырауская,,,,,KZ06,9.48
2015,на 1000 родившихся,мальчики,Атырауская,,,,,KZ06,7.68
2016,на 1000 родившихся,мальчики,Атырауская,,,,,KZ06,8.49
2017,на 1000 родившихся,мальчики,Атырауская,,,,,KZ06,7.520488694832215
2018,на 1000 родившихся,мальчики,Атырауская,,,,,KZ06,12.44
2010,на 1000 родившихся,мальчики,Западно-Казахстанская,,,,,KZ07,14.32
2011,на 1000 родившихся,мальчики,Западно-Казахстанская,,,,,KZ07,12.68
2012,на 1000 родившихся,мальчики,Западно-Казахстанская,,,,,KZ07,12.67
2013,на 1000 родившихся,мальчики,Западно-Казахстанская,,,,,KZ07,10.37
2014,на 1000 родившихся,мальчики,Западно-Казахстанская,,,,,KZ07,10.42
2015,на 1000 родившихся,мальчики,Западно-Казахстанская,,,,,KZ07,8.06
2016,на 1000 родившихся,мальчики,Западно-Казахстанская,,,,,KZ07,9.44
2017,на 1000 родившихся,мальчики,Западно-Казахстанская,,,,,KZ07,7.0593142199405845
2018,на 1000 родившихся,мальчики,Западно-Казахстанская,,,,,KZ07,8.51
2010,на 1000 родившихся,мальчики,Жамбылская,,,,,KZ17,18.91
2011,на 1000 родившихся,мальчики,Жамбылская,,,,,KZ17,15.98
2012,на 1000 родившихся,мальчики,Жамбылская,,,,,KZ17,15.62
2013,на 1000 родившихся,мальчики,Жамбылская,,,,,KZ17,13.93
2014,на 1000 родившихся,мальчики,Жамбылская,,,,,KZ17,11.27
2015,на 1000 родившихся,мальчики,Жамбылская,,,,,KZ17,12.3
2016,на 1000 родившихся,мальчики,Жамбылская,,,,,KZ17,10.13
2017,на 1000 родившихся,мальчики,Жамбылская,,,,,KZ17,9.864226732220246
2018,на 1000 родившихся,мальчики,Жамбылская,,,,,KZ17,8.5
2010,на 1000 родившихся,мальчики,Карагандинская,,,,,KZ12,16.87
2011,на 1000 родившихся,мальчики,Карагандинская,,,,,KZ12,12.59
2012,на 1000 родившихся,мальчики,Карагандинская,,,,,KZ12,13.35
2013,на 1000 родившихся,мальчики,Карагандинская,,,,,KZ12,10.35
2014,на 1000 родившихся,мальчики,Карагандинская,,,,,KZ12,10.87
2015,на 1000 родившихся,мальчики,Карагандинская,,,,,KZ12,10.38
2016,на 1000 родившихся,мальчики,Карагандинская,,,,,KZ12,9.42
2017,на 1000 родившихся,мальчики,Карагандинская,,,,,KZ12,9.142542224855244
2018,на 1000 родившихся,мальчики,Карагандинская,,,,,KZ12,9.13
2010,на 1000 родившихся,мальчики,Костанайская,,,,,KZ13,17.27
2011,на 1000 родившихся,мальчики,Костанайская,,,,,KZ13,15.38
2012,на 1000 родившихся,мальчики,Костанайская,,,,,KZ13,17.53
2013,на 1000 родившихся,мальчики,Костанайская,,,,,KZ13,14.06
2014,на 1000 родившихся,мальчики,Костанайская,,,,,KZ13,12.51
2015,на 1000 родившихся,мальчики,Костанайская,,,,,KZ13,11.54
2016,на 1000 родившихся,мальчики,Костанайская,,,,,KZ13,8.89
2017,на 1000 родившихся,мальчики,Костанайская,,,,,KZ13,12.37072617763932
2018,на 1000 родившихся,мальчики,Костанайская,,,,,KZ13,12.55
2010,на 1000 родившихся,мальчики,Кызылординская,,,,,KZ14,24.61
2011,на 1000 родившихся,мальчики,Кызылординская,,,,,KZ14,22.26
2012,на 1000 родившихся,мальчики,Кызылординская,,,,,KZ14,21.48
2013,на 1000 родившихся,мальчики,Кызылординская,,,,,KZ14,14.91
2014,на 1000 родившихся,мальчики,Кызылординская,,,,,KZ14,13.26
2015,на 1000 родившихся,мальчики,Кызылординская,,,,,KZ14,11.61
2016,на 1000 родившихся,мальчики,Кызылординская,,,,,KZ14,10.31
2017,на 1000 родившихся,мальчики,Кызылординская,,,,,KZ14,9.015954703810236
2018,на 1000 родившихся,мальчики,Кызылординская,,,,,KZ14,10.71
2010,на 1000 родившихся,мальчики,Мангистауская,,,,,KZ09,18.04
2011,на 1000 родившихся,мальчики,Мангистауская,,,,,KZ09,18.1
2012,на 1000 родившихся,мальчики,Мангистауская,,,,,KZ09,13.33
2013,на 1000 родившихся,мальчики,Мангистауская,,,,,KZ09,10.31
2014,на 1000 родившихся,мальчики,Мангистауская,,,,,KZ09,10.6
2015,на 1000 родившихся,мальчики,Мангистауская,,,,,KZ09,11.02
2016,на 1000 родившихся,мальчики,Мангистауская,,,,,KZ09,10.49
2017,на 1000 родившихся,мальчики,Мангистауская,,,,,KZ09,9.012531131841401
2018,на 1000 родившихся,мальчики,Мангистауская,,,,,KZ09,10.21
2010,на 1000 родившихся,мальчики,Южно-Казахстанская,,,,,KZ10,21.82
2011,на 1000 родившихся,мальчики,Южно-Казахстанская,,,,,KZ10,18.61
2012,на 1000 родившихся,мальчики,Южно-Казахстанская,,,,,KZ10,16.95
2013,на 1000 родившихся,мальчики,Южно-Казахстанская,,,,,KZ10,14.83
2014,на 1000 родившихся,мальчики,Южно-Казахстанская,,,,,KZ10,13.04
2015,на 1000 родившихся,мальчики,Южно-Казахстанская,,,,,KZ10,12.56
2016,на 1000 родившихся,мальчики,Южно-Казахстанская,,,,,KZ10,11.42
2017,на 1000 родившихся,мальчики,Южно-Казахстанская,,,,,KZ10,10.29754574710207
2018,на 1000 родившихся,мальчики,Южно-Казахстанская,,,,,KZ10,9.859020765860164
2010,на 1000 родившихся,мальчики,Павлодарская,,,,,KZ11,14.43
2011,на 1000 родившихся,мальчики,Павлодарская,,,,,KZ11,13.82
2012,на 1000 родившихся,мальчики,Павлодарская,,,,,KZ11,10.27
2013,на 1000 родившихся,мальчики,Павлодарская,,,,,KZ11,10.15
2014,на 1000 родившихся,мальчики,Павлодарская,,,,,KZ11,8.48
2015,на 1000 родившихся,мальчики,Павлодарская,,,,,KZ11,7.5
2016,на 1000 родившихся,мальчики,Павлодарская,,,,,KZ11,8.71
2017,на 1000 родившихся,мальчики,Павлодарская,,,,,KZ11,8.894986093582583
2018,на 1000 родившихся,мальчики,Павлодарская,,,,,KZ11,6.09
2010,на 1000 родившихся,мальчики,Северо-Казахстанская,,,,,KZ16,15.65
2011,на 1000 родившихся,мальчики,Северо-Казахстанская,,,,,KZ16,14.48
2012,на 1000 родившихся,мальчики,Северо-Казахстанская,,,,,KZ16,12.32
2013,на 1000 родившихся,мальчики,Северо-Казахстанская,,,,,KZ16,11.21
2014,на 1000 родившихся,мальчики,Северо-Казахстанская,,,,,KZ16,9.71
2015,на 1000 родившихся,мальчики,Северо-Казахстанская,,,,,KZ16,7.77
2016,на 1000 родившихся,мальчики,Северо-Казахстанская,,,,,KZ16,8.3
2017,на 1000 родившихся,мальчики,Северо-Казахстанская,,,,,KZ16,8.755653115023291
2018,на 1000 родившихся,мальчики,Северо-Казахстанская,,,,,KZ16,14.01
2010,на 1000 родившихся,мальчики,Восточно-Казахстанская,,,,,KZ15,22.03
2011,на 1000 родившихся,мальчики,Восточно-Казахстанская,,,,,KZ15,20.95
2012,на 1000 родившихся,мальчики,Восточно-Казахстанская,,,,,KZ15,17.31
2013,на 1000 родившихся,мальчики,Восточно-Казахстанская,,,,,KZ15,15.29
2014,на 1000 родившихся,мальчики,Восточно-Казахстанская,,,,,KZ15,11.74
2015,на 1000 родившихся,мальчики,Восточно-Казахстанская,,,,,KZ15,11.02
2016,на 1000 родившихся,мальчики,Восточно-Казахстанская,,,,,KZ15,10.15
2017,на 1000 родившихся,мальчики,Восточно-Казахстанская,,,,,KZ15,8.001152802922983
2018,на 1000 родившихся,мальчики,Восточно-Казахстанская,,,,,KZ15,8.44
2010,на 1000 родившихся,мальчики,г.Нур-Султан,,,,,KZ05,13.21
2011,на 1000 родившихся,мальчики,г.Нур-Султан,,,,,KZ05,11.94
2012,на 1000 родившихся,мальчики,г.Нур-Султан,,,,,KZ05,13.17
2013,на 1000 родившихся,мальчики,г.Нур-Султан,,,,,KZ05,9.89
2014,на 1000 родившихся,мальчики,г.Нур-Султан,,,,,KZ05,7.93
2015,на 1000 родившихся,мальчики,г.Нур-Султан,,,,,KZ05,8.49
2016,на 1000 родившихся,мальчики,г.Нур-Султан,,,,,KZ05,6.99
2017,на 1000 родившихся,мальчики,г.Нур-Султан,,,,,KZ05,6.411370931534072
2018,на 1000 родившихся,мальчики,г.Нур-Султан,,,,,KZ05,7.7
2010,на 1000 родившихся,мальчики,г.Алматы,,,,,KZ02,19.87
2011,на 1000 родившихся,мальчики,г.Алматы,,,,,KZ02,18.55
2012,на 1000 родившихся,мальчики,г.Алматы,,,,,KZ02,13.7
2013,на 1000 родившихся,мальчики,г.Алматы,,,,,KZ02,12.34
2014,на 1000 родившихся,мальчики,г.Алматы,,,,,KZ02,9.18
2015,на 1000 родившихся,мальчики,г.Алматы,,,,,KZ02,9.68
2016,на 1000 родившихся,мальчики,г.Алматы,,,,,KZ02,8.7
2017,на 1000 родившихся,мальчики,г.Алматы,,,,,KZ02,7.3953543075996935
2018,на 1000 родившихся,мальчики,г.Алматы,,,,,KZ02,9.34
2010,на 1000 родившихся,мальчики,Республика Казахстан,городское население,,,,,18.82
2011,на 1000 родившихся,мальчики,Республика Казахстан,городское население,,,,,17.46
2012,на 1000 родившихся,мальчики,Республика Казахстан,городское население,,,,,15.14
2013,на 1000 родившихся,мальчики,Республика Казахстан,городское население,,,,,12.51
2014,на 1000 родившихся,мальчики,Республика Казахстан,городское население,,,,,10.98
2015,на 1000 родившихся,мальчики,Республика Казахстан,городское население,,,,,10.63
2016,на 1000 родившихся,мальчики,Республика Казахстан,городское население,,,,,9.48
2017,на 1000 родившихся,мальчики,Республика Казахстан,городское население,,,,,7.959538996414516
2018,на 1000 родившихся,мальчики,Республика Казахстан,городское население,,,,,9.2
2010,на 1000 родившихся,мальчики,Акмолинская,городское население,,,,KZ03,17.22
2011,на 1000 родившихся,мальчики,Акмолинская,городское население,,,,KZ03,19.93
2012,на 1000 родившихся,мальчики,Акмолинская,городское население,,,,KZ03,13.73
2013,на 1000 родившихся,мальчики,Акмолинская,городское население,,,,KZ03,14.38
2014,на 1000 родившихся,мальчики,Акмолинская,городское население,,,,KZ03,10.37
2015,на 1000 родившихся,мальчики,Акмолинская,городское население,,,,KZ03,8.87
2016,на 1000 родившихся,мальчики,Акмолинская,городское население,,,,KZ03,7.48
2017,на 1000 родившихся,мальчики,Акмолинская,городское население,,,,KZ03,4.94869647002878
2018,на 1000 родившихся,мальчики,Акмолинская,городское население,,,,KZ03,6.24
2010,на 1000 родившихся,мальчики,Актюбинская,городское население,,,,KZ04,20.5
2011,на 1000 родившихся,мальчики,Актюбинская,городское население,,,,KZ04,14.21
2012,на 1000 родившихся,мальчики,Актюбинская,городское население,,,,KZ04,16.1
2013,на 1000 родившихся,мальчики,Актюбинская,городское население,,,,KZ04,12.73
2014,на 1000 родившихся,мальчики,Актюбинская,городское население,,,,KZ04,10.77
2015,на 1000 родившихся,мальчики,Актюбинская,городское население,,,,KZ04,9.59
2016,на 1000 родившихся,мальчики,Актюбинская,городское население,,,,KZ04,10.42
2017,на 1000 родившихся,мальчики,Актюбинская,городское население,,,,KZ04,5.3209848186265685
2018,на 1000 родившихся,мальчики,Актюбинская,городское население,,,,KZ04,10.76
2010,на 1000 родившихся,мальчики,Алматинская,городское население,,,,KZ01,19.13
2011,на 1000 родившихся,мальчики,Алматинская,городское население,,,,KZ01,16.6
2012,на 1000 родившихся,мальчики,Алматинская,городское население,,,,KZ01,13.65
2013,на 1000 родившихся,мальчики,Алматинская,городское население,,,,KZ01,12.06
2014,на 1000 родившихся,мальчики,Алматинская,городское население,,,,KZ01,7.19
2015,на 1000 родившихся,мальчики,Алматинская,городское население,,,,KZ01,9.6
2016,на 1000 родившихся,мальчики,Алматинская,городское население,,,,KZ01,10.07
2017,на 1000 родившихся,мальчики,Алматинская,городское население,,,,KZ01,7.636106873335169
2018,на 1000 родившихся,мальчики,Алматинская,городское население,,,,KZ01,7.48
2010,на 1000 родившихся,мальчики,Атырауская,городское население,,,,KZ06,15.2
2011,на 1000 родившихся,мальчики,Атырауская,городское население,,,,KZ06,18.67
2012,на 1000 родившихся,мальчики,Атырауская,городское население,,,,KZ06,18.54
2013,на 1000 родившихся,мальчики,Атырауская,городское население,,,,KZ06,9.73
2014,на 1000 родившихся,мальчики,Атырауская,городское население,,,,KZ06,8.73
2015,на 1000 родившихся,мальчики,Атырауская,городское население,,,,KZ06,8.69
2016,на 1000 родившихся,мальчики,Атырауская,городское население,,,,KZ06,8.17
2017,на 1000 родившихся,мальчики,Атырауская,городское население,,,,KZ06,7.821985616886148
2018,на 1000 родившихся,мальчики,Атырауская,городское население,,,,KZ06,9.99
2010,на 1000 родившихся,мальчики,Западно-Казахстанская,городское население,,,,KZ07,10.2
2011,на 1000 родившихся,мальчики,Западно-Казахстанская,городское население,,,,KZ07,9.88
2012,на 1000 родившихся,мальчики,Западно-Казахстанская,городское население,,,,KZ07,10.53
2013,на 1000 родившихся,мальчики,Западно-Казахстанская,городское население,,,,KZ07,9.49
2014,на 1000 родившихся,мальчики,Западно-Казахстанская,городское население,,,,KZ07,9.85
2015,на 1000 родившихся,мальчики,Западно-Казахстанская,городское население,,,,KZ07,8.1
2016,на 1000 родившихся,мальчики,Западно-Казахстанская,городское население,,,,KZ07,9.36
2017,на 1000 родившихся,мальчики,Западно-Казахстанская,городское население,,,,KZ07,6.557367109279236
2018,на 1000 родившихся,мальчики,Западно-Казахстанская,городское население,,,,KZ07,8.79
2010,на 1000 родившихся,мальчики,Жамбылская,городское население,,,,KZ17,18.42
2011,на 1000 родившихся,мальчики,Жамбылская,городское население,,,,KZ17,19.2
2012,на 1000 родившихся,мальчики,Жамбылская,городское население,,,,KZ17,14.47
2013,на 1000 родившихся,мальчики,Жамбылская,городское население,,,,KZ17,17.85
2014,на 1000 родившихся,мальчики,Жамбылская,городское население,,,,KZ17,15.76
2015,на 1000 родившихся,мальчики,Жамбылская,городское население,,,,KZ17,17.57
2016,на 1000 родившихся,мальчики,Жамбылская,городское население,,,,KZ17,13.46
2017,на 1000 родившихся,мальчики,Жамбылская,городское население,,,,KZ17,11.813273841091794
2018,на 1000 родившихся,мальчики,Жамбылская,городское население,,,,KZ17,8.88
2010,на 1000 родившихся,мальчики,Карагандинская,городское население,,,,KZ12,18.06
2011,на 1000 родившихся,мальчики,Карагандинская,городское население,,,,KZ12,12.41
2012,на 1000 родившихся,мальчики,Карагандинская,городское население,,,,KZ12,13.36
2013,на 1000 родившихся,мальчики,Карагандинская,городское население,,,,KZ12,8.85
2014,на 1000 родившихся,мальчики,Карагандинская,городское население,,,,KZ12,10.03
2015,на 1000 родившихся,мальчики,Карагандинская,городское население,,,,KZ12,10.19
2016,на 1000 родившихся,мальчики,Карагандинская,городское население,,,,KZ12,9.44
2017,на 1000 родившихся,мальчики,Карагандинская,городское население,,,,KZ12,9.649653164641627
2018,на 1000 родившихся,мальчики,Карагандинская,городское население,,,,KZ12,9.0
2010,на 1000 родившихся,мальчики,Костанайская,городское население,,,,KZ13,14.5
2011,на 1000 родившихся,мальчики,Костанайская,городское население,,,,KZ13,15.95
2012,на 1000 родившихся,мальчики,Костанайская,городское население,,,,KZ13,16.56
2013,на 1000 родившихся,мальчики,Костанайская,городское население,,,,KZ13,14.72
2014,на 1000 родившихся,мальчики,Костанайская,городское население,,,,KZ13,11.52
2015,на 1000 родившихся,мальчики,Костанайская,городское население,,,,KZ13,13.13
2016,на 1000 родившихся,мальчики,Костанайская,городское население,,,,KZ13,8.28
2017,на 1000 родившихся,мальчики,Костанайская,городское население,,,,KZ13,10.019890490771251
2018,на 1000 родившихся,мальчики,Костанайская,городское население,,,,KZ13,12.48
2010,на 1000 родившихся,мальчики,Кызылординская,городское население,,,,KZ14,25.78
2011,на 1000 родившихся,мальчики,Кызылординская,городское население,,,,KZ14,19.35
2012,на 1000 родившихся,мальчики,Кызылординская,городское население,,,,KZ14,20.86
2013,на 1000 родившихся,мальчики,Кызылординская,городское население,,,,KZ14,13.91
2014,на 1000 родившихся,мальчики,Кызылординская,городское население,,,,KZ14,14.89
2015,на 1000 родившихся,мальчики,Кызылординская,городское население,,,,KZ14,15.17
2016,на 1000 родившихся,мальчики,Кызылординская,городское население,,,,KZ14,14.01
2017,на 1000 родившихся,мальчики,Кызылординская,городское население,,,,KZ14,8.946338420075882
2018,на 1000 родившихся,мальчики,Кызылординская,городское население,,,,KZ14,12.65
2010,на 1000 родившихся,мальчики,Мангистауская,городское население,,,,KZ09,18.72
2011,на 1000 родившихся,мальчики,Мангистауская,городское население,,,,KZ09,20.01
2012,на 1000 родившихся,мальчики,Мангистауская,городское население,,,,KZ09,11.91
2013,на 1000 родившихся,мальчики,Мангистауская,городское население,,,,KZ09,9.37
2014,на 1000 родившихся,мальчики,Мангистауская,городское население,,,,KZ09,11.95
2015,на 1000 родившихся,мальчики,Мангистауская,городское население,,,,KZ09,8.13
2016,на 1000 родившихся,мальчики,Мангистауская,городское население,,,,KZ09,10.57
2017,на 1000 родившихся,мальчики,Мангистауская,городское население,,,,KZ09,7.089785555340868
2018,на 1000 родившихся,мальчики,Мангистауская,городское население,,,,KZ09,8.74
2010,на 1000 родившихся,мальчики,Южно-Казахстанская,городское население,,,,KZ10,24.26
2011,на 1000 родившихся,мальчики,Южно-Казахстанская,городское население,,,,KZ10,23.96
2012,на 1000 родившихся,мальчики,Южно-Казахстанская,городское население,,,,KZ10,19.05
2013,на 1000 родившихся,мальчики,Южно-Казахстанская,городское население,,,,KZ10,15.79
2014,на 1000 родившихся,мальчики,Южно-Казахстанская,городское население,,,,KZ10,15.09
2015,на 1000 родившихся,мальчики,Южно-Казахстанская,городское население,,,,KZ10,12.75
2016,на 1000 родившихся,мальчики,Южно-Казахстанская,городское население,,,,KZ10,10.54
2017,на 1000 родившихся,мальчики,Южно-Казахстанская,городское население,,,,KZ10,9.197150245515862
2018,на 1000 родившихся,мальчики,Южно-Казахстанская,городское население,,,,KZ10,9.731449424534484
2010,на 1000 родившихся,мальчики,Павлодарская,городское население,,,,KZ11,13.7
2011,на 1000 родившихся,мальчики,Павлодарская,городское население,,,,KZ11,13.65
2012,на 1000 родившихся,мальчики,Павлодарская,городское население,,,,KZ11,10.62
2013,на 1000 родившихся,мальчики,Павлодарская,городское население,,,,KZ11,8.88
2014,на 1000 родившихся,мальчики,Павлодарская,городское население,,,,KZ11,7.15
2015,на 1000 родившихся,мальчики,Павлодарская,городское население,,,,KZ11,6.98
2016,на 1000 родившихся,мальчики,Павлодарская,городское население,,,,KZ11,7.59
2017,на 1000 родившихся,мальчики,Павлодарская,городское население,,,,KZ11,9.712967625639092
2018,на 1000 родившихся,мальчики,Павлодарская,городское население,,,,KZ11,6.58
2010,на 1000 родившихся,мальчики,Северо-Казахстанская,городское население,,,,KZ16,14.22
2011,на 1000 родившихся,мальчики,Северо-Казахстанская,городское население,,,,KZ16,13.61
2012,на 1000 родившихся,мальчики,Северо-Казахстанская,городское население,,,,KZ16,10.71
2013,на 1000 родившихся,мальчики,Северо-Казахстанская,городское население,,,,KZ16,14.41
