Year,Units,Регионы,Местность,Пол,Образование,Брачное состояние,гражданство,GeoCode,Value
2016,на 100 000 населения,Атырауская,,мужчины,,,,KZ06,23.68
2017,на 100 000 населения,Атырауская,,мужчины,,,,KZ06,21.83
2018,на 100 000 населения,Атырауская,,мужчины,,,,KZ06,19.09
2010,на 100 000 населения,Западно-Казахстанская,,мужчины,,,,KZ07,47.89
2011,на 100 000 населения,Западно-Казахстанская,,мужчины,,,,KZ07,57.37
2012,на 100 000 населения,Западно-Казахстанская,,мужчины,,,,KZ07,58.94
2013,на 100 000 населения,Западно-Казахстанская,,мужчины,,,,KZ07,46.7
2014,на 100 000 населения,Западно-Казахстанская,,мужчины,,,,KZ07,40.28
2015,на 100 000 населения,Западно-Казахстанская,,мужчины,,,,KZ07,33.98
2016,на 100 000 населения,Западно-Казахстанская,,мужчины,,,,KZ07,32.04
2017,на 100 000 населения,Западно-Казахстанская,,мужчины,,,,KZ07,28.22
2018,на 100 000 населения,Западно-Казахстанская,,мужчины,,,,KZ07,39.39
2010,на 100 000 населения,Жамбылская,,мужчины,,,,KZ17,29.19
2011,на 100 000 населения,Жамбылская,,мужчины,,,,KZ17,29.62
2012,на 100 000 населения,Жамбылская,,мужчины,,,,KZ17,23.47
2013,на 100 000 населения,Жамбылская,,мужчины,,,,KZ17,32.62
2014,на 100 000 населения,Жамбылская,,мужчины,,,,KZ17,27.1
2015,на 100 000 населения,Жамбылская,,мужчины,,,,KZ17,21.77
2016,на 100 000 населения,Жамбылская,,мужчины,,,,KZ17,16.46
2017,на 100 000 населения,Жамбылская,,мужчины,,,,KZ17,14.940152845051484
2018,на 100 000 населения,Жамбылская,,мужчины,,,,KZ17,15.22
2010,на 100 000 населения,Карагандинская,,мужчины,,,,KZ12,56.33
2011,на 100 000 населения,Карагандинская,,мужчины,,,,KZ12,50.94
2012,на 100 000 населения,Карагандинская,,мужчины,,,,KZ12,44.51
2013,на 100 000 населения,Карагандинская,,мужчины,,,,KZ12,43.99
2014,на 100 000 населения,Карагандинская,,мужчины,,,,KZ12,44.65
2015,на 100 000 населения,Карагандинская,,мужчины,,,,KZ12,39.17
2016,на 100 000 населения,Карагандинская,,мужчины,,,,KZ12,38.91
2017,на 100 000 населения,Карагандинская,,мужчины,,,,KZ12,36.8
2018,на 100 000 населения,Карагандинская,,мужчины,,,,KZ12,35.3
2010,на 100 000 населения,Костанайская,,мужчины,,,,KZ13,67.75
2011,на 100 000 населения,Костанайская,,мужчины,,,,KZ13,72.19
2012,на 100 000 населения,Костанайская,,мужчины,,,,KZ13,70.78
2013,на 100 000 населения,Костанайская,,мужчины,,,,KZ13,74.32
2014,на 100 000 населения,Костанайская,,мужчины,,,,KZ13,57.89
2015,на 100 000 населения,Костанайская,,мужчины,,,,KZ13,63.5
2016,на 100 000 населения,Костанайская,,мужчины,,,,KZ13,57.28
2017,на 100 000 населения,Костанайская,,мужчины,,,,KZ13,51.46
2018,на 100 000 населения,Костанайская,,мужчины,,,,KZ13,44.6
2010,на 100 000 населения,Кызылординская,,мужчины,,,,KZ14,14.44
2011,на 100 000 населения,Кызылординская,,мужчины,,,,KZ14,12.48
2012,на 100 000 населения,Кызылординская,,мужчины,,,,KZ14,22.81
2013,на 100 000 населения,Кызылординская,,мужчины,,,,KZ14,26.49
2014,на 100 000 населения,Кызылординская,,мужчины,,,,KZ14,15.02
2015,на 100 000 населения,Кызылординская,,мужчины,,,,KZ14,12.65
2016,на 100 000 населения,Кызылординская,,мужчины,,,,KZ14,12.48
2017,на 100 000 населения,Кызылординская,,мужчины,,,,KZ14,9.496164319574161
2018,на 100 000 населения,Кызылординская,,мужчины,,,,KZ14,7.08
2010,на 100 000 населения,Мангистауская,,мужчины,,,,KZ09,21.22
2011,на 100 000 населения,Мангистауская,,мужчины,,,,KZ09,14.7
2012,на 100 000 населения,Мангистауская,,мужчины,,,,KZ09,8.68
2013,на 100 000 населения,Мангистауская,,мужчины,,,,KZ09,20.23
2014,на 100 000 населения,Мангистауская,,мужчины,,,,KZ09,13.14
2015,на 100 000 населения,Мангистауская,,мужчины,,,,KZ09,13.69
2016,на 100 000 населения,Мангистауская,,мужчины,,,,KZ09,16.14
2017,на 100 000 населения,Мангистауская,,мужчины,,,,KZ09,14.17
2018,на 100 000 населения,Мангистауская,,мужчины,,,,KZ09,14.7
2010,на 100 000 населения,Южно-Казахстанская,,мужчины,,,,KZ10,16.97
2011,на 100 000 населения,Южно-Казахстанская,,мужчины,,,,KZ10,16.51
2012,на 100 000 населения,Южно-Казахстанская,,мужчины,,,,KZ10,16.83
2013,на 100 000 населения,Южно-Казахстанская,,мужчины,,,,KZ10,20.26
2014,на 100 000 населения,Южно-Казахстанская,,мужчины,,,,KZ10,20.94
2015,на 100 000 населения,Южно-Казахстанская,,мужчины,,,,KZ10,17.3
2016,на 100 000 населения,Южно-Казахстанская,,мужчины,,,,KZ10,13.36
2017,на 100 000 населения,Южно-Казахстанская,,мужчины,,,,KZ10,16.958684836686135
2018,на 100 000 населения,Южно-Казахстанская,,мужчины,,,,KZ10,15.4
2010,на 100 000 населения,Павлодарская,,мужчины,,,,KZ11,47.92
2011,на 100 000 населения,Павлодарская,,мужчины,,,,KZ11,54.08
2012,на 100 000 населения,Павлодарская,,мужчины,,,,KZ11,50.83
2013,на 100 000 населения,Павлодарская,,мужчины,,,,KZ11,43.82
2014,на 100 000 населения,Павлодарская,,мужчины,,,,KZ11,22.78
2015,на 100 000 населения,Павлодарская,,мужчины,,,,KZ11,7.28
2016,на 100 000 населения,Павлодарская,,мужчины,,,,KZ11,8.94
2017,на 100 000 населения,Павлодарская,,мужчины,,,,KZ11,16.788288489949412
2018,на 100 000 населения,Павлодарская,,мужчины,,,,KZ11,13.73
2010,на 100 000 населения,Северо-Казахстанская,,мужчины,,,,KZ16,48.33
2011,на 100 000 населения,Северо-Казахстанская,,мужчины,,,,KZ16,30.07
2012,на 100 000 населения,Северо-Казахстанская,,мужчины,,,,KZ16,16.24
2013,на 100 000 населения,Северо-Казахстанская,,мужчины,,,,KZ16,19.26
2014,на 100 000 населения,Северо-Казахстанская,,мужчины,,,,KZ16,19.75
2015,на 100 000 населения,Северо-Казахстанская,,мужчины,,,,KZ16,27.2
2016,на 100 000 населения,Северо-Казахстанская,,мужчины,,,,KZ16,29.22
2017,на 100 000 населения,Северо-Казахстанская,,мужчины,,,,KZ16,20.529627051329665
2018,на 100 000 населения,Северо-Казахстанская,,мужчины,,,,KZ16,28.56
2010,на 100 000 населения,Восточно-Казахстанская,,мужчины,,,,KZ15,72.91
2011,на 100 000 населения,Восточно-Казахстанская,,мужчины,,,,KZ15,65.41
2012,на 100 000 населения,Восточно-Казахстанская,,мужчины,,,,KZ15,54.0
2013,на 100 000 населения,Восточно-Казахстанская,,мужчины,,,,KZ15,54.59
2014,на 100 000 населения,Восточно-Казахстанская,,мужчины,,,,KZ15,49.26
2015,на 100 000 населения,Восточно-Казахстанская,,мужчины,,,,KZ15,46.8
2016,на 100 000 населения,Восточно-Казахстанская,,мужчины,,,,KZ15,39.94
2017,на 100 000 населения,Восточно-Казахстанская,,мужчины,,,,KZ15,36.46250187229651
2018,на 100 000 населения,Восточно-Казахстанская,,мужчины,,,,KZ15,35.22
2010,на 100 000 населения,г.Нур-Султан,,мужчины,,,,KZ05,20.44
2011,на 100 000 населения,г.Нур-Султан,,мужчины,,,,KZ05,20.34
2012,на 100 000 населения,г.Нур-Султан,,мужчины,,,,KZ05,17.69
2013,на 100 000 населения,г.Нур-Султан,,мужчины,,,,KZ05,21.33
2014,на 100 000 населения,г.Нур-Султан,,мужчины,,,,KZ05,14.42
2015,на 100 000 населения,г.Нур-Султан,,мужчины,,,,KZ05,22.59
2016,на 100 000 населения,г.Нур-Султан,,мужчины,,,,KZ05,18.44
2017,на 100 000 населения,г.Нур-Султан,,мужчины,,,,KZ05,17.41
2018,на 100 000 населения,г.Нур-Султан,,мужчины,,,,KZ05,19.34
2010,на 100 000 населения,г.Алматы,,мужчины,,,,KZ02,12.77
2011,на 100 000 населения,г.Алматы,,мужчины,,,,KZ02,14.99
2012,на 100 000 населения,г.Алматы,,мужчины,,,,KZ02,13.36
2013,на 100 000 населения,г.Алматы,,мужчины,,,,KZ02,8.98
2014,на 100 000 населения,г.Алматы,,мужчины,,,,KZ02,12.45
2015,на 100 000 населения,г.Алматы,,мужчины,,,,KZ02,10.72
2016,на 100 000 населения,г.Алматы,,мужчины,,,,KZ02,7.98
2017,на 100 000 населения,г.Алматы,,мужчины,,,,KZ02,9.365690149697
2018,на 100 000 населения,г.Алматы,,мужчины,,,,KZ02,12.58
2010,на 100 000 населения,Республика Казахстан,городское население,мужчины,,,,,33.68
2011,на 100 000 населения,Республика Казахстан,городское население,мужчины,,,,,31.55
2012,на 100 000 населения,Республика Казахстан,городское население,мужчины,,,,,29.98
2013,на 100 000 населения,Республика Казахстан,городское население,мужчины,,,,,30.11
2014,на 100 000 населения,Республика Казахстан,городское население,мужчины,,,,,25.78
2015,на 100 000 населения,Республика Казахстан,городское население,мужчины,,,,,23.09
2016,на 100 000 населения,Республика Казахстан,городское население,мужчины,,,,,20.57
2017,на 100 000 населения,Республика Казахстан,городское население,мужчины,,,,,21.03
2018,на 100 000 населения,Республика Казахстан,городское население,мужчины,,,,,21.49
2010,на 100 000 населения,Акмолинская,городское население,мужчины,,,,KZ03,67.59
2011,на 100 000 населения,Акмолинская,городское население,мужчины,,,,KZ03,48.13
2012,на 100 000 населения,Акмолинская,городское население,мужчины,,,,KZ03,53.56
2013,на 100 000 населения,Акмолинская,городское население,мужчины,,,,KZ03,55.05
2014,на 100 000 населения,Акмолинская,городское население,мужчины,,,,KZ03,54.17
2015,на 100 000 населения,Акмолинская,городское население,мужчины,,,,KZ03,51.31
2016,на 100 000 населения,Акмолинская,городское население,мужчины,,,,KZ03,46.87
2017,на 100 000 населения,Акмолинская,городское население,мужчины,,,,KZ03,53.074184899479334
2018,на 100 000 населения,Акмолинская,городское население,мужчины,,,,KZ03,51.8
2010,на 100 000 населения,Актюбинская,городское население,мужчины,,,,KZ04,28.41
2011,на 100 000 населения,Актюбинская,городское население,мужчины,,,,KZ04,26.5
2012,на 100 000 населения,Актюбинская,городское население,мужчины,,,,KZ04,26.99
2013,на 100 000 населения,Актюбинская,городское население,мужчины,,,,KZ04,32.13
2014,на 100 000 населения,Актюбинская,городское население,мужчины,,,,KZ04,24.31
2015,на 100 000 населения,Актюбинская,городское население,мужчины,,,,KZ04,34.39
2016,на 100 000 населения,Актюбинская,городское население,мужчины,,,,KZ04,26.85
2017,на 100 000 населения,Актюбинская,городское население,мужчины,,,,KZ04,21.14479485633286
2018,на 100 000 населения,Актюбинская,городское население,мужчины,,,,KZ04,23.12
2010,на 100 000 населения,Алматинская,городское население,мужчины,,,,KZ01,40.21
2011,на 100 000 населения,Алматинская,городское население,мужчины,,,,KZ01,38.14
2012,на 100 000 населения,Алматинская,городское население,мужчины,,,,KZ01,40.34
2013,на 100 000 населения,Алматинская,городское население,мужчины,,,,KZ01,45.28
2014,на 100 000 населения,Алматинская,городское население,мужчины,,,,KZ01,38.85
2015,на 100 000 населения,Алматинская,городское население,мужчины,,,,KZ01,23.28
2016,на 100 000 населения,Алматинская,городское население,мужчины,,,,KZ01,27.9
2017,на 100 000 населения,Алматинская,городское население,мужчины,,,,KZ01,35.17
2018,на 100 000 населения,Алматинская,городское население,мужчины,,,,KZ01,28.1
2010,на 100 000 населения,Атырауская,городское население,мужчины,,,,KZ06,18.4
2011,на 100 000 населения,Атырауская,городское население,мужчины,,,,KZ06,23.61
2012,на 100 000 населения,Атырауская,городское население,мужчины,,,,KZ06,31.69
2013,на 100 000 населения,Атырауская,городское население,мужчины,,,,KZ06,29.07
2014,на 100 000 населения,Атырауская,городское население,мужчины,,,,KZ06,18.63
2015,на 100 000 населения,Атырауская,городское население,мужчины,,,,KZ06,22.49
2016,на 100 000 населения,Атырауская,городское население,мужчины,,,,KZ06,23.22
2017,на 100 000 населения,Атырауская,городское население,мужчины,,,,KZ06,16.994218425273235
2018,на 100 000 населения,Атырауская,городское население,мужчины,,,,KZ06,20.89
2010,на 100 000 населения,Западно-Казахстанская,городское население,мужчины,,,,KZ07,42.86
2011,на 100 000 населения,Западно-Казахстанская,городское население,мужчины,,,,KZ07,43.41
2012,на 100 000 населения,Западно-Казахстанская,городское население,мужчины,,,,KZ07,47.57
2013,на 100 000 населения,Западно-Казахстанская,городское население,мужчины,,,,KZ07,39.69
2014,на 100 000 населения,Западно-Казахстанская,городское население,мужчины,,,,KZ07,38.35
2015,на 100 000 населения,Западно-Казахстанская,городское население,мужчины,,,,KZ07,26.75
2016,на 100 000 населения,Западно-Казахстанская,городское население,мужчины,,,,KZ07,28.28
2017,на 100 000 населения,Западно-Казахстанская,городское население,мужчины,,,,KZ07,16.388552923553956
2018,на 100 000 населения,Западно-Казахстанская,городское население,мужчины,,,,KZ07,31.97
2010,на 100 000 населения,Жамбылская,городское население,мужчины,,,,KZ17,27.75
2011,на 100 000 населения,Жамбылская,городское население,мужчины,,,,KZ17,34.66
2012,на 100 000 населения,Жамбылская,городское население,мужчины,,,,KZ17,21.92
2013,на 100 000 населения,Жамбылская,городское население,мужчины,,,,KZ17,39.19
2014,на 100 000 населения,Жамбылская,городское население,мужчины,,,,KZ17,26.94
2015,на 100 000 населения,Жамбылская,городское население,мужчины,,,,KZ17,25.56
2016,на 100 000 населения,Жамбылская,городское население,мужчины,,,,KZ17,15.5
2017,на 100 000 населения,Жамбылская,городское население,мужчины,,,,KZ17,16.52
2018,на 100 000 населения,Жамбылская,городское население,мужчины,,,,KZ17,17.01
2010,на 100 000 населения,Карагандинская,городское население,мужчины,,,,KZ12,53.04
2011,на 100 000 населения,Карагандинская,городское население,мужчины,,,,KZ12,46.58
2012,на 100 000 населения,Карагандинская,городское население,мужчины,,,,KZ12,40.84
2013,на 100 000 населения,Карагандинская,городское население,мужчины,,,,KZ12,37.34
2014,на 100 000 населения,Карагандинская,городское население,мужчины,,,,KZ12,41.35
2015,на 100 000 населения,Карагандинская,городское население,мужчины,,,,KZ12,37.41
2016,на 100 000 населения,Карагандинская,городское население,мужчины,,,,KZ12,34.06
2017,на 100 000 населения,Карагандинская,городское население,мужчины,,,,KZ12,36.34274727722481
2018,на 100 000 населения,Карагандинская,городское население,мужчины,,,,KZ12,33.0
2010,на 100 000 населения,Костанайская,городское население,мужчины,,,,KZ13,46.09
2011,на 100 000 населения,Костанайская,городское население,мужчины,,,,KZ13,57.58
2012,на 100 000 населения,Костанайская,городское население,мужчины,,,,KZ13,59.48
2013,на 100 000 населения,Костанайская,городское население,мужчины,,,,KZ13,61.35
2014,на 100 000 населения,Костанайская,городское население,мужчины,,,,KZ13,44.92
2015,на 100 000 населения,Костанайская,городское население,мужчины,,,,KZ13,49.91
2016,на 100 000 населения,Костанайская,городское население,мужчины,,,,KZ13,41.94
2017,на 100 000 населения,Костанайская,городское население,мужчины,,,,KZ13,39.814630487821816
2018,на 100 000 населения,Костанайская,городское население,мужчины,,,,KZ13,34.43
2010,на 100 000 населения,Кызылординская,городское население,мужчины,,,,KZ14,10.53
2011,на 100 000 населения,Кызылординская,городское население,мужчины,,,,KZ14,9.62
2012,на 100 000 населения,Кызылординская,городское население,мужчины,,,,KZ14,28.15
2013,на 100 000 населения,Кызылординская,городское население,мужчины,,,,KZ14,22.89
2014,на 100 000 населения,Кызылординская,городское население,мужчины,,,,KZ14,17.86
2015,на 100 000 населения,Кызылординская,городское население,мужчины,,,,KZ14,14.91
2016,на 100 000 населения,Кызылординская,городское население,мужчины,,,,KZ14,16.37
2017,на 100 000 населения,Кызылординская,городское население,мужчины,,,,KZ14,10.70829416873892
2018,на 100 000 населения,Кызылординская,городское население,мужчины,,,,KZ14,10.52
2010,на 100 000 населения,Мангистауская,городское население,мужчины,,,,KZ09,18.89
2011,на 100 000 населения,Мангистауская,городское население,мужчины,,,,KZ09,15.48
2012,на 100 000 населения,Мангистауская,городское население,мужчины,,,,KZ09,10.81
2013,на 100 000 населения,Мангистауская,городское население,мужчины,,,,KZ09,21.21
2014,на 100 000 населения,Мангистауская,городское население,мужчины,,,,KZ09,12.27
2015,на 100 000 населения,Мангистауская,городское население,мужчины,,,,KZ09,11.83
2016,на 100 000 населения,Мангистауская,городское население,мужчины,,,,KZ09,14.73
2017,на 100 000 населения,Мангистауская,городское население,мужчины,,,,KZ09,15.43
2018,на 100 000 населения,Мангистауская,городское население,мужчины,,,,KZ09,17.75
2010,на 100 000 населения,Южно-Казахстанская,городское население,мужчины,,,,KZ10,16.48
2011,на 100 000 населения,Южно-Казахстанская,городское население,мужчины,,,,KZ10,16.36
2012,на 100 000 населения,Южно-Казахстанская,городское население,мужчины,,,,KZ10,18.61
2013,на 100 000 населения,Южно-Казахстанская,городское население,мужчины,,,,KZ10,18.59
2014,на 100 000 населения,Южно-Казахстанская,городское население,мужчины,,,,KZ10,16.75
2015,на 100 000 населения,Южно-Казахстанская,городское население,мужчины,,,,KZ10,10.91
2016,на 100 000 населения,Южно-Казахстанская,городское население,мужчины,,,,KZ10,8.76
2017,на 100 000 населения,Южно-Казахстанская,городское население,мужчины,,,,KZ10,13.824802472309617
2018,на 100 000 населения,Южно-Казахстанская,городское население,мужчины,,,,KZ10,15.28
2010,на 100 000 населения,Павлодарская,городское население,мужчины,,,,KZ11,43.9
2011,на 100 000 населения,Павлодарская,городское население,мужчины,,,,KZ11,42.8
2012,на 100 000 населения,Павлодарская,городское население,мужчины,,,,KZ11,46.74
2013,на 100 000 населения,Павлодарская,городское население,мужчины,,,,KZ11,38.75
2014,на 100 000 населения,Павлодарская,городское население,мужчины,,,,KZ11,20.59
2015,на 100 000 населения,Павлодарская,городское население,мужчины,,,,KZ11,4.08
2016,на 100 000 населения,Павлодарская,городское население,мужчины,,,,KZ11,8.11
2017,на 100 000 населения,Павлодарская,городское население,мужчины,,,,KZ11,15.01300450795892
2018,на 100 000 населения,Павлодарская,городское население,мужчины,,,,KZ11,13.01
2010,на 100 000 населения,Северо-Казахстанская,городское население,мужчины,,,,KZ16,51.0
2011,на 100 000 населения,Северо-Казахстанская,городское население,мужчины,,,,KZ16,23.16
2012,на 100 000 населения,Северо-Казахстанская,городское население,мужчины,,,,KZ16,8.33
2013,на 100 000 населения,Северо-Казахстанская,городское население,мужчины,,,,KZ16,8.28
2014,на 100 000 населения,Северо-Казахстанская,городское население,мужчины,,,,KZ16,11.86
2015,на 100 000 населения,Северо-Казахстанская,городское население,мужчины,,,,KZ16,19.73
2016,на 100 000 населения,Северо-Казахстанская,городское население,мужчины,,,,KZ16,23.01
2017,на 100 000 населения,Северо-Казахстанская,городское население,мужчины,,,,KZ16,17.61710973697655
2018,на 100 000 населения,Северо-Казахстанская,городское население,мужчины,,,,KZ16,12.21
2010,на 100 000 населения,Восточно-Казахстанская,городское население,мужчины,,,,KZ15,64.02
2011,на 100 000 населения,Восточно-Казахстанская,городское население,мужчины,,,,KZ15,55.64
2012,на 100 000 населения,Восточно-Казахстанская,городское население,мужчины,,,,KZ15,42.77
2013,на 100 000 населения,Восточно-Казахстанская,городское население,мужчины,,,,KZ15,44.31
2014,на 100 000 населения,Восточно-Казахстанская,городское население,мужчины,,,,KZ15,38.16
2015,на 100 000 населения,Восточно-Казахстанская,городское население,мужчины,,,,KZ15,32.61
2016,на 100 000 населения,Восточно-Казахстанская,городское население,мужчины,,,,KZ15,28.75
2017,на 100 000 населения,Восточно-Казахстанская,городское население,мужчины,,,,KZ15,26.49
2018,на 100 000 населения,Восточно-Казахстанская,городское население,мужчины,,,,KZ15,26.55
2010,на 100 000 населения,г.Нур-Султан,городское население,мужчины,,,,KZ05,20.44
2011,на 100 000 населения,г.Нур-Султан,городское население,мужчины,,,,KZ05,20.34
2012,на 100 000 населения,г.Нур-Султан,городское население,мужчины,,,,KZ05,17.69
2013,на 100 000 населения,г.Нур-Султан,городское население,мужчины,,,,KZ05,21.33
2014,на 100 000 населения,г.Нур-Султан,городское население,мужчины,,,,KZ05,14.42
2015,на 100 000 населения,г.Нур-Султан,городское население,мужчины,,,,KZ05,22.59
2016,на 100 000 населения,г.Нур-Султан,городское население,мужчины,,,,KZ05,18.44
2017,на 100 000 населения,г.Нур-Султан,городское население,мужчины,,,,KZ05,17.41
2018,на 100 000 населения,г.Нур-Султан,городское население,мужчины,,,,KZ05,19.34
2010,на 100 000 населения,г.Алматы,городское население,мужчины,,,,KZ02,12.77
2011,на 100 000 населения,г.Алматы,городское население,мужчины,,,,KZ02,14.99
2012,на 100 000 населения,г.Алматы,городское население,мужчины,,,,KZ02,13.36
2013,на 100 000 населения,г.Алматы,городское население,мужчины,,,,KZ02,8.98
2014,на 100 000 населения,г.Алматы,городское население,мужчины,,,,KZ02,12.45
2015,на 100 000 населения,г.Алматы,городское население,мужчины,,,,KZ02,10.72
2016,на 100 000 населения,г.Алматы,городское население,мужчины,,,,KZ02,7.98
2017,на 100 000 населения,г.Алматы,городское население,мужчины,,,,KZ02,9.365690149697
2018,на 100 000 населения,г.Алматы,городское население,мужчины,,,,KZ02,12.58
2010,на 100 000 населения,Республика Казахстан,сельское население,мужчины,,,,,42.8
2011,на 100 000 населения,Республика Казахстан,сельское население,мужчины,,,,,39.81
2012,на 100 000 населения,Республика Казахстан,сельское население,мужчины,,,,,38.07
2013,на 100 000 населения,Республика Казахстан,сельское население,мужчины,,,,,39.74
2014,на 100 000 населения,Республика Казахстан,сельское население,мужчины,,,,,36.62
2015,на 100 000 населения,Республика Казахстан,сельское население,мужчины,,,,,33.75
2016,на 100 000 населения,Республика Казахстан,сельское население,мужчины,,,,,29.62
2017,на 100 000 населения,Республика Казахстан,сельское население,мужчины,,,,,29.57
2018,на 100 000 населения,Республика Казахстан,сельское население,мужчины,,,,,26.23
2010,на 100 000 населения,Акмолинская,сельское население,мужчины,,,,KZ03,84.52
2011,на 100 000 населения,Акмолинская,сельское население,мужчины,,,,KZ03,68.26
2012,на 100 000 населения,Акмолинская,сельское население,мужчины,,,,KZ03,69.44
2013,на 100 000 населения,Акмолинская,сельское население,мужчины,,,,KZ03,67.38
2014,на 100 000 населения,Акмолинская,сельское население,мужчины,,,,KZ03,73.55
2015,на 100 000 населения,Акмолинская,сельское население,мужчины,,,,KZ03,62.36
2016,на 100 000 населения,Акмолинская,сельское население,мужчины,,,,KZ03,49.68
2017,на 100 000 населения,Акмолинская,сельское население,мужчины,,,,KZ03,69.5
2018,на 100 000 населения,Акмолинская,сельское население,мужчины,,,,KZ03,42.21
2010,на 100 000 населения,Актюбинская,сельское население,мужчины,,,,KZ04,40.26
2011,на 100 000 населения,Актюбинская,сельское население,мужчины,,,,KZ04,35.36
2012,на 100 000 населения,Актюбинская,сельское население,мужчины,,,,KZ04,56.15
2013,на 100 000 населения,Актюбинская,сельское население,мужчины,,,,KZ04,43.0
2014,на 100 000 населения,Актюбинская,сельское население,мужчины,,,,KZ04,42.53
2015,на 100 000 населения,Актюбинская,сельское население,мужчины,,,,KZ04,41.64
2016,на 100 000 населения,Актюбинская,сельское население,мужчины,,,,KZ04,37.64
2017,на 100 000 населения,Актюбинская,сельское население,мужчины,,,,KZ04,30.628653104979712
2018,на 100 000 населения,Актюбинская,сельское население,мужчины,,,,KZ04,34.28
2010,на 100 000 населения,Алматинская,сельское население,мужчины,,,,KZ01,34.97
2011,на 100 000 населения,Алматинская,сельское население,мужчины,,,,KZ01,33.68
2012,на 100 000 населения,Алматинская,сельское население,мужчины,,,,KZ01,34.49
2013,на 100 000 населения,Алматинская,сельское население,мужчины,,,,KZ01,33.52
2014,на 100 000 населения,Алматинская,сельское население,мужчины,,,,KZ01,35.27
2015,на 100 000 населения,Алматинская,сельское население,мужчины,,,,KZ01,28.4
2016,на 100 000 населения,Алматинская,сельское население,мужчины,,,,KZ01,25.72
2017,на 100 000 населения,Алматинская,сельское население,мужчины,,,,KZ01,29.99
2018,на 100 000 населения,Алматинская,сельское население,мужчины,,,,KZ01,25.27
2010,на 100 000 населения,Атырауская,сельское население,мужчины,,,,KZ06,41.96
2011,на 100 000 населения,Атырауская,сельское население,мужчины,,,,KZ06,25.62
2012,на 100 000 населения,Атырауская,сельское население,мужчины,,,,KZ06,34.27
2013,на 100 000 населения,Атырауская,сельское население,мужчины,,,,KZ06,36.45
2014,на 100 000 населения,Атырауская,сельское население,мужчины,,,,KZ06,32.64
2015,на 100 000 населения,Атырауская,сельское население,мужчины,,,,KZ06,37.31
2016,на 100 000 населения,Атырауская,сельское население,мужчины,,,,KZ06,24.09
2017,на 100 000 населения,Атырауская,сельское население,мужчины,,,,KZ06,26.08420228919928
2018,на 100 000 населения,Атырауская,сельское население,мужчины,,,,KZ06,17.2
2010,на 100 000 населения,Западно-Казахстанская,сельское население,мужчины,,,,KZ07,52.09
2011,на 100 000 населения,Западно-Казахстанская,сельское население,мужчины,,,,KZ07,69.34
2012,на 100 000 населения,Западно-Казахстанская,сельское население,мужчины,,,,KZ07,68.92
2013,на 100 000 населения,Западно-Казахстанская,сельское население,мужчины,,,,KZ07,52.93
2014,на 100 000 населения,Западно-Казахстанская,сельское население,мужчины,,,,KZ07,42.02
2015,на 100 000 населения,Западно-Казахстанская,сельское население,мужчины,,,,KZ07,40.54
2016,на 100 000 населения,Западно-Казахстанская,сельское население,мужчины,,,,KZ07,35.52
2017,на 100 000 населения,Западно-Казахстанская,сельское население,мужчины,,,,KZ07,36.56
2018,на 100 000 населения,Западно-Казахстанская,сельское население,мужчины,,,,KZ07,46.72
2010,на 100 000 населения,Жамбылская,сельское население,мужчины,,,,KZ17,30.11
2011,на 100 000 населения,Жамбылская,сельское население,мужчины,,,,KZ17,26.42
2012,на 100 000 населения,Жамбылская,сельское население,мужчины,,,,KZ17,24.44
2013,на 100 000 населения,Жамбылская,сельское население,мужчины,,,,KZ17,28.46
2014,на 100 000 населения,Жамбылская,сельское население,мужчины,,,,KZ17,27.2
2015,на 100 000 населения,Жамбылская,сельское население,мужчины,,,,KZ17,19.35
2016,на 100 000 населения,Жамбылская,сельское население,мужчины,,,,KZ17,17.08
2017,на 100 000 населения,Жамбылская,сельское население,мужчины,,,,KZ17,13.95076862798643
2018,на 100 000 населения,Жамбылская,сельское население,мужчины,,,,KZ17,14.11
2010,на 100 000 населения,Карагандинская,сельское население,мужчины,,,,KZ12,67.11
2011,на 100 000 населения,Карагандинская,сельское население,мужчины,,,,KZ12,65.42
2012,на 100 000 населения,Карагандинская,сельское население,мужчины,,,,KZ12,56.77
2013,на 100 000 населения,Карагандинская,сельское население,мужчины,,,,KZ12,66.45
2014,на 100 000 населения,Карагандинская,сельское население,мужчины,,,,KZ12,55.96
2015,на 100 000 населения,Карагандинская,сельское население,мужчины,,,,KZ12,45.29
2016,на 100 000 населения,Карагандинская,сельское население,мужчины,,,,KZ12,56.05
2017,на 100 000 населения,Карагандинская,сельское население,мужчины,,,,KZ12,38.46
2018,на 100 000 населения,Карагандинская,сельское население,мужчины,,,,KZ12,43.57
2010,на 100 000 населения,Костанайская,сельское население,мужчины,,,,KZ13,88.12
2011,на 100 000 населения,Костанайская,сельское население,мужчины,,,,KZ13,86.18
2012,на 100 000 населения,Костанайская,сельское население,мужчины,,,,KZ13,81.81
2013,на 100 000 населения,Костанайская,сельское население,мужчины,,,,KZ13,87.17
2014,на 100 000 населения,Костанайская,сельское население,мужчины,,,,KZ13,71.0
2015,на 100 000 населения,Костанайская,сельское население,мужчины,,,,KZ13,77.6
2016,на 100 000 населения,Костанайская,сельское население,мужчины,,,,KZ13,73.52
2017,на 100 000 населения,Костанайская,сельское население,мужчины,,,,KZ13,64.06
2018,на 100 000 населения,Костанайская,сельское население,мужчины,,,,KZ13,55.85
