Year,Units,Регионы,Пол,Местность,Возраст,GeoCode,Value
2016,процент,Северо-Казахстанская,,городское население,,,9.6
2017,процент,Северо-Казахстанская,,городское население,,,8.9
2018,процент,Северо-Казахстанская,,городское население,,,9.3
2018,процент,Туркестанская,,городское население,,,4.1
2012,процент,Восточно-Казахстанская,,городское население,,,13.4
2013,процент,Восточно-Казахстанская,,городское население,,,13.9
2014,процент,Восточно-Казахстанская,,городское население,,,14.3
2015,процент,Восточно-Казахстанская,,городское население,,,14.5
2016,процент,Восточно-Казахстанская,,городское население,,,14.2
2017,процент,Восточно-Казахстанская,,городское население,,,13.7
2018,процент,Восточно-Казахстанская,,городское население,,,14.9
2012,процент,г_Нур-Султан,,городское население,,,2.9
2013,процент,г_Нур-Султан,,городское население,,,3.0
2014,процент,г_Нур-Султан,,городское население,,,2.7
2015,процент,г_Нур-Султан,,городское население,,,3.9
2016,процент,г_Нур-Султан,,городское население,,,3.9
2017,процент,г_Нур-Султан,,городское население,,,4.6
2018,процент,г_Нур-Султан,,городское население,,,4.6
2012,процент,г_Алматы,,городское население,,,7.3
2013,процент,г_Алматы,,городское население,,,8.1
2014,процент,г_Алматы,,городское население,,,6.5
2015,процент,г_Алматы,,городское население,,,7.3
2016,процент,г_Алматы,,городское население,,,7.0
2017,процент,г_Алматы,,городское население,,,6.8
2018,процент,г_Алматы,,городское население,,,6.7
2018,процент,г_Шымкент,,городское население,,,5.8
2012,процент,,,сельское население,,,2.8
2013,процент,,,сельское население,,,2.6
2014,процент,,,сельское население,,,2.9
2015,процент,,,сельское население,,,3.0
2016,процент,,,сельское население,,,3.7
2017,процент,,,сельское население,,,3.7
2018,процент,,,сельское население,,,3.5
2012,процент,Акмолинская,,сельское население,,,4.3
2013,процент,Акмолинская,,сельское население,,,4.7
2014,процент,Акмолинская,,сельское население,,,3.6
2015,процент,Акмолинская,,сельское население,,,3.9
2016,процент,Акмолинская,,сельское население,,,4.6
2017,процент,Акмолинская,,сельское население,,,5.5
2018,процент,Акмолинская,,сельское население,,,5.5
2012,процент,Актюбинская,,сельское население,,,1.5
2013,процент,Актюбинская,,сельское население,,,1.8
2014,процент,Актюбинская,,сельское население,,,2.9
2015,процент,Актюбинская,,сельское население,,,4.0
2016,процент,Актюбинская,,сельское население,,,3.0
2017,процент,Актюбинская,,сельское население,,,3.0
2018,процент,Актюбинская,,сельское население,,,2.0
2012,процент,Алматинская,,сельское население,,,3.1
2013,процент,Алматинская,,сельское население,,,3.1
2014,процент,Алматинская,,сельское население,,,3.6
2015,процент,Алматинская,,сельское население,,,4.1
2016,процент,Алматинская,,сельское население,,,4.3
2017,процент,Алматинская,,сельское население,,,4.7
2018,процент,Алматинская,,сельское население,,,5.1
2012,процент,Атырауская,,сельское население,,,4.6
2013,процент,Атырауская,,сельское население,,,5.9
2014,процент,Атырауская,,сельское население,,,3.7
2015,процент,Атырауская,,сельское население,,,5.4
2016,процент,Атырауская,,сельское население,,,4.1
2017,процент,Атырауская,,сельское население,,,2.7
2018,процент,Атырауская,,сельское население,,,3.7
2012,процент,Западно-Казахстанская,,сельское население,,,0.5
2013,процент,Западно-Казахстанская,,сельское население,,,0.7
2014,процент,Западно-Казахстанская,,сельское население,,,1.2
2015,процент,Западно-Казахстанская,,сельское население,,,1.3
2016,процент,Западно-Казахстанская,,сельское население,,,2.0
2017,процент,Западно-Казахстанская,,сельское население,,,2.5
2018,процент,Западно-Казахстанская,,сельское население,,,2.3
2012,процент,Жамбылская,,сельское население,,,3.1
2013,процент,Жамбылская,,сельское население,,,2.1
2014,процент,Жамбылская,,сельское население,,,1.0
2015,процент,Жамбылская,,сельское население,,,0.8
2016,процент,Жамбылская,,сельское население,,,3.8
2017,процент,Жамбылская,,сельское население,,,3.2
2018,процент,Жамбылская,,сельское население,,,2.5
2012,процент,Карагандинская,,сельское население,,,3.1
2013,процент,Карагандинская,,сельское население,,,2.7
2014,процент,Карагандинская,,сельское население,,,2.5
2015,процент,Карагандинская,,сельское население,,,2.9
2016,процент,Карагандинская,,сельское население,,,5.0
2017,процент,Карагандинская,,сельское население,,,4.1
2018,процент,Карагандинская,,сельское население,,,3.0
2012,процент,Костанайская,,сельское население,,,1.6
2013,процент,Костанайская,,сельское население,,,1.9
2014,процент,Костанайская,,сельское население,,,1.9
2015,процент,Костанайская,,сельское население,,,2.0
2016,процент,Костанайская,,сельское население,,,2.2
2017,процент,Костанайская,,сельское население,,,2.5
2018,процент,Костанайская,,сельское население,,,2.8
2012,процент,Кызылординская,,сельское население,,,3.2
2013,процент,Кызылординская,,сельское население,,,2.1
2014,процент,Кызылординская,,сельское население,,,3.2
2015,процент,Кызылординская,,сельское население,,,2.7
2016,процент,Кызылординская,,сельское население,,,4.2
2017,процент,Кызылординская,,сельское население,,,4.5
2018,процент,Кызылординская,,сельское население,,,4.1
2012,процент,Мангистауская,,сельское население,,,10.1
2013,процент,Мангистауская,,сельское население,,,5.5
2014,процент,Мангистауская,,сельское население,,,6.5
2015,процент,Мангистауская,,сельское население,,,5.8
2016,процент,Мангистауская,,сельское население,,,7.5
2017,процент,Мангистауская,,сельское население,,,7.1
2018,процент,Мангистауская,,сельское население,,,6.5
2012,процент,Южно-Казахстанская,,сельское население,,,1.4
2013,процент,Южно-Казахстанская,,сельское население,,,1.4
2014,процент,Южно-Казахстанская,,сельское население,,,3.0
2015,процент,Южно-Казахстанская,,сельское население,,,2.0
2016,процент,Южно-Казахстанская,,сельское население,,,2.2
2017,процент,Южно-Казахстанская,,сельское население,,,2.1
2012,процент,Павлодарская,,сельское население,,,3.7
2013,процент,Павлодарская,,сельское население,,,3.7
2014,процент,Павлодарская,,сельское население,,,2.5
2015,процент,Павлодарская,,сельское население,,,3.5
2016,процент,Павлодарская,,сельское население,,,4.1
2017,процент,Павлодарская,,сельское население,,,3.4
2018,процент,Павлодарская,,сельское население,,,3.8
2012,процент,Северо-Казахстанская,,сельское население,,,1.3
2013,процент,Северо-Казахстанская,,сельское население,,,1.3
2014,процент,Северо-Казахстанская,,сельское население,,,1.2
2015,процент,Северо-Казахстанская,,сельское население,,,1.6
2016,процент,Северо-Казахстанская,,сельское население,,,1.7
2017,процент,Северо-Казахстанская,,сельское население,,,1.8
2018,процент,Северо-Казахстанская,,сельское население,,,2.3
2018,процент,Туркестанская,,сельское население,,,1.7
2012,процент,Восточно-Казахстанская,,сельское население,,,4.0
2013,процент,Восточно-Казахстанская,,сельское население,,,3.5
2014,процент,Восточно-Казахстанская,,сельское население,,,3.1
2015,процент,Восточно-Казахстанская,,сельское население,,,3.7
2016,процент,Восточно-Казахстанская,,сельское население,,,5.7
2017,процент,Восточно-Казахстанская,,сельское население,,,5.4
2018,процент,Восточно-Казахстанская,,сельское население,,,3.4
2010,процент,,,,16-24,,5.7
2011,процент,,,,16-24,,4.8
2012,процент,,,,16-24,,5.7
2013,процент,,,,16-24,,5.3
2014,процент,,,,16-24,,4.9
2015,процент,,,,16-24,,5.2
2016,процент,,,,16-24,,5.6
2017,процент,,,,16-24,,5.3
2018,процент,,,,16-24,,6.1
2010,процент,,,,25-28,,6.4
2011,процент,,,,25-28,,6.8
2012,процент,,,,25-28,,6.0
2013,процент,,,,25-28,,6.4
2014,процент,,,,25-28,,6.3
2015,процент,,,,25-28,,6.2
2016,процент,,,,25-28,,6.7
2017,процент,,,,25-28,,6.2
2018,процент,,,,25-28,,6.1
2010,процент,,,,29-34,,6.5
2011,процент,,,,29-34,,6.3
2012,процент,,,,29-34,,5.7
2013,процент,,,,29-34,,5.4
2014,процент,,,,29-34,,6.2
2015,процент,,,,29-34,,6.7
2016,процент,,,,29-34,,6.5
2017,процент,,,,29-34,,6.4
2018,процент,,,,29-34,,6.8
2010,процент,,,,35-44,,8.0
2011,процент,,,,35-44,,6.9
2012,процент,,,,35-44,,6.9
2013,процент,,,,35-44,,7.1
2014,процент,,,,35-44,,6.6
2015,процент,,,,35-44,,7.0
2016,процент,,,,35-44,,6.5
2017,процент,,,,35-44,,7.0
2018,процент,,,,35-44,,7.1
2010,процент,,,,45-54,,7.5
2011,процент,,,,45-54,,7.3
2012,процент,,,,45-54,,6.9
2013,процент,,,,45-54,,6.9
2014,процент,,,,45-54,,6.8
2015,процент,,,,45-54,,7.0
2016,процент,,,,45-54,,7.3
2017,процент,,,,45-54,,7.6
2018,процент,,,,45-54,,7.0
2010,процент,,,,55-64,,7.6
2011,процент,,,,55-64,,7.0
2012,процент,,,,55-64,,7.3
2013,процент,,,,55-64,,7.1
2014,процент,,,,55-64,,7.2
2015,процент,,,,55-64,,6.9
2016,процент,,,,55-64,,7.3
2017,процент,,,,55-64,,7.9
2018,процент,,,,55-64,,6.5
2010,процент,,,,65 и старше,,1.9
2011,процент,,,,65 и старше,,2.4
2012,процент,,,,65 и старше,,3.0
2013,процент,,,,65 и старше,,2.7
2014,процент,,,,65 и старше,,2.8
2015,процент,,,,65 и старше,,2.7
2016,процент,,,,65 и старше,,5.5
2017,процент,,,,65 и старше,,3.2
2018,процент,,,,65 и старше,,1.7
2010,процент,Акмолинская,,,16-24,,6.6
2011,процент,Акмолинская,,,16-24,,6.9
2012,процент,Акмолинская,,,16-24,,6.7
2013,процент,Акмолинская,,,16-24,,8.4
2014,процент,Акмолинская,,,16-24,,6.4
2015,процент,Акмолинская,,,16-24,,5.1
2016,процент,Акмолинская,,,16-24,,6.9
2017,процент,Акмолинская,,,16-24,,5.5
2018,процент,Акмолинская,,,16-24,,7.9
2010,процент,Акмолинская,,,25-28,,8.3
2011,процент,Акмолинская,,,25-28,,8.6
2012,процент,Акмолинская,,,25-28,,6.0
2013,процент,Акмолинская,,,25-28,,6.6
2014,процент,Акмолинская,,,25-28,,7.4
2015,процент,Акмолинская,,,25-28,,8.0
2016,процент,Акмолинская,,,25-28,,7.1
2017,процент,Акмолинская,,,25-28,,8.7
2018,процент,Акмолинская,,,25-28,,9.4
2010,процент,Акмолинская,,,29-34,,6.9
2011,процент,Акмолинская,,,29-34,,7.5
2012,процент,Акмолинская,,,29-34,,4.7
2013,процент,Акмолинская,,,29-34,,6.6
2014,процент,Акмолинская,,,29-34,,7.7
2015,процент,Акмолинская,,,29-34,,7.6
2016,процент,Акмолинская,,,29-34,,8.2
2017,процент,Акмолинская,,,29-34,,7.7
2018,процент,Акмолинская,,,29-34,,8.0
2010,процент,Акмолинская,,,35-44,,6.7
2011,процент,Акмолинская,,,35-44,,7.9
2012,процент,Акмолинская,,,35-44,,9.1
2013,процент,Акмолинская,,,35-44,,9.1
2014,процент,Акмолинская,,,35-44,,7.0
2015,процент,Акмолинская,,,35-44,,7.2
2016,процент,Акмолинская,,,35-44,,6.8
2017,процент,Акмолинская,,,35-44,,8.6
2018,процент,Акмолинская,,,35-44,,7.9
2010,процент,Акмолинская,,,45-54,,7.4
2011,процент,Акмолинская,,,45-54,,6.3
2012,процент,Акмолинская,,,45-54,,7.9
2013,процент,Акмолинская,,,45-54,,6.4
2014,процент,Акмолинская,,,45-54,,6.7
2015,процент,Акмолинская,,,45-54,,7.8
2016,процент,Акмолинская,,,45-54,,7.9
2017,процент,Акмолинская,,,45-54,,8.6
2018,процент,Акмолинская,,,45-54,,8.0
2010,процент,Акмолинская,,,55-64,,8.9
2011,процент,Акмолинская,,,55-64,,7.6
2012,процент,Акмолинская,,,55-64,,7.8
2013,процент,Акмолинская,,,55-64,,7.1
2014,процент,Акмолинская,,,55-64,,7.4
2015,процент,Акмолинская,,,55-64,,7.2
2016,процент,Акмолинская,,,55-64,,7.9
2017,процент,Акмолинская,,,55-64,,6.8
2018,процент,Акмолинская,,,55-64,,7.0
2010,процент,Акмолинская,,,65 и старше,,0.0
2011,процент,Акмолинская,,,65 и старше,,0.0
2012,процент,Акмолинская,,,65 и старше,,0.0
2013,процент,Акмолинская,,,65 и старше,,0.0
2014,процент,Акмолинская,,,65 и старше,,0.4
2015,процент,Акмолинская,,,65 и старше,,5.1
2016,процент,Акмолинская,,,65 и старше,,3.8
2017,процент,Акмолинская,,,65 и старше,,3.0
2018,процент,Акмолинская,,,65 и старше,,2.6
2010,процент,Актюбинская,,,16-24,,4.0
2011,процент,Актюбинская,,,16-24,,4.3
2012,процент,Актюбинская,,,16-24,,5.5
2013,процент,Актюбинская,,,16-24,,4.5
2014,процент,Актюбинская,,,16-24,,6.1
2015,процент,Актюбинская,,,16-24,,5.3
2016,процент,Актюбинская,,,16-24,,6.7
2017,процент,Актюбинская,,,16-24,,7.8
2018,процент,Актюбинская,,,16-24,,6.2
2010,процент,Актюбинская,,,25-28,,1.9
2011,процент,Актюбинская,,,25-28,,3.0
2012,процент,Актюбинская,,,25-28,,4.5
2013,процент,Актюбинская,,,25-28,,7.7
2014,процент,Актюбинская,,,25-28,,5.4
2015,процент,Актюбинская,,,25-28,,5.4
2016,процент,Актюбинская,,,25-28,,8.3
2017,процент,Актюбинская,,,25-28,,5.5
2018,процент,Актюбинская,,,25-28,,6.5
2010,процент,Актюбинская,,,29-34,,3.9
2011,процент,Актюбинская,,,29-34,,5.4
2012,процент,Актюбинская,,,29-34,,4.1
2013,процент,Актюбинская,,,29-34,,3.4
2014,процент,Актюбинская,,,29-34,,5.9
2015,процент,Актюбинская,,,29-34,,7.4
2016,процент,Актюбинская,,,29-34,,7.3
2017,процент,Актюбинская,,,29-34,,7.4
2018,процент,Актюбинская,,,29-34,,8.7
2010,процент,Актюбинская,,,35-44,,7.7
2011,процент,Актюбинская,,,35-44,,6.6
2012,процент,Актюбинская,,,35-44,,5.3
2013,процент,Актюбинская,,,35-44,,5.8
2014,процент,Актюбинская,,,35-44,,6.2
2015,процент,Актюбинская,,,35-44,,6.6
2016,процент,Актюбинская,,,35-44,,7.0
2017,процент,Актюбинская,,,35-44,,6.4
2018,процент,Актюбинская,,,35-44,,5.4
2010,процент,Актюбинская,,,45-54,,8.4
2011,процент,Актюбинская,,,45-54,,6.1
2012,процент,Актюбинская,,,45-54,,6.4
2013,процент,Актюбинская,,,45-54,,6.5
2014,процент,Актюбинская,,,45-54,,6.1
2015,процент,Актюбинская,,,45-54,,5.3
2016,процент,Актюбинская,,,45-54,,6.8
2017,процент,Актюбинская,,,45-54,,8.1
2018,процент,Актюбинская,,,45-54,,7.7
2010,процент,Актюбинская,,,55-64,,5.3
2011,процент,Актюбинская,,,55-64,,5.4
2012,процент,Актюбинская,,,55-64,,8.3
2013,процент,Актюбинская,,,55-64,,8.3
2014,процент,Актюбинская,,,55-64,,9.2
2015,процент,Актюбинская,,,55-64,,6.6
2016,процент,Актюбинская,,,55-64,,5.6
2017,процент,Актюбинская,,,55-64,,7.2
2018,процент,Актюбинская,,,55-64,,4.6
2010,процент,Актюбинская,,,65 и старше,,0.0
2011,процент,Актюбинская,,,65 и старше,,10.7
2012,процент,Актюбинская,,,65 и старше,,0.0
2013,процент,Актюбинская,,,65 и старше,,0.0
2014,процент,Актюбинская,,,65 и старше,,0.0
2015,процент,Актюбинская,,,65 и старше,,18.0
2016,процент,Актюбинская,,,65 и старше,,0.0
2017,процент,Актюбинская,,,65 и старше,,0.0
2018,процент,Актюбинская,,,65 и старше,,31.1
2010,процент,Алматинская,,,16-24,,4.4
2011,процент,Алматинская,,,16-24,,1.5
2012,процент,Алматинская,,,16-24,,3.2
2013,процент,Алматинская,,,16-24,,2.5
2014,процент,Алматинская,,,16-24,,3.3
2015,процент,Алматинская,,,16-24,,4.1
2016,процент,Алматинская,,,16-24,,3.6
2017,процент,Алматинская,,,16-24,,5.5
2018,процент,Алматинская,,,16-24,,5.6
2010,процент,Алматинская,,,25-28,,5.2
2011,процент,Алматинская,,,25-28,,4.3
2012,процент,Алматинская,,,25-28,,2.8
2013,процент,Алматинская,,,25-28,,1.1
2014,процент,Алматинская,,,25-28,,3.3
2015,процент,Алматинская,,,25-28,,3.8
2016,процент,Алматинская,,,25-28,,5.9
2017,процент,Алматинская,,,25-28,,4.1
2018,процент,Алматинская,,,25-28,,4.3
2010,процент,Алматинская,,,29-34,,3.8
2011,процент,Алматинская,,,29-34,,3.7
2012,процент,Алматинская,,,29-34,,2.5
2013,процент,Алматинская,,,29-34,,0.9
2014,процент,Алматинская,,,29-34,,5.2
2015,процент,Алматинская,,,29-34,,4.6
2016,процент,Алматинская,,,29-34,,5.1
2017,процент,Алматинская,,,29-34,,3.9
2018,процент,Алматинская,,,29-34,,5.6
2010,процент,Алматинская,,,35-44,,4.4
2011,процент,Алматинская,,,35-44,,4.3
2012,процент,Алматинская,,,35-44,,3.7
2013,процент,Алматинская,,,35-44,,4.1
2014,процент,Алматинская,,,35-44,,4.2
2015,процент,Алматинская,,,35-44,,5.1
2016,процент,Алматинская,,,35-44,,4.2
2017,процент,Алматинская,,,35-44,,6.6
2018,процент,Алматинская,,,35-44,,6.0
2010,процент,Алматинская,,,45-54,,5.5
2011,процент,Алматинская,,,45-54,,3.9
2012,процент,Алматинская,,,45-54,,4.7
2013,процент,Алматинская,,,45-54,,5.9
2014,процент,Алматинская,,,45-54,,4.3
2015,процент,Алматинская,,,45-54,,4.8
2016,процент,Алматинская,,,45-54,,4.9
2017,процент,Алматинская,,,45-54,,6.9
2018,процент,Алматинская,,,45-54,,5.6
2010,процент,Алматинская,,,55-64,,4.1
2011,процент,Алматинская,,,55-64,,2.9
2012,процент,Алматинская,,,55-64,,4.7
2013,процент,Алматинская,,,55-64,,4.6
2014,процент,Алматинская,,,55-64,,3.6
2015,процент,Алматинская,,,55-64,,4.9
2016,процент,Алматинская,,,55-64,,3.5
2017,процент,Алматинская,,,55-64,,5.3
2018,процент,Алматинская,,,55-64,,3.1
2010,процент,Алматинская,,,65 и старше,,4.9
2011,процент,Алматинская,,,65 и старше,,1.3
2012,процент,Алматинская,,,65 и старше,,3.1
2013,процент,Алматинская,,,65 и старше,,2.2
2014,процент,Алматинская,,,65 и старше,,4.6
2015,процент,Алматинская,,,65 и старше,,3.4
2016,процент,Алматинская,,,65 и старше,,2.8
2017,процент,Алматинская,,,65 и старше,,1.3
2018,процент,Алматинская,,,65 и старше,,1.1
2010,процент,Атырауская,,,16-24,,1.6
2011,процент,Атырауская,,,16-24,,1.9
2012,процент,Атырауская,,,16-24,,4.0
2013,процент,Атырауская,,,16-24,,4.3
2014,процент,Атырауская,,,16-24,,3.4
2015,процент,Атырауская,,,16-24,,7.6
2016,процент,Атырауская,,,16-24,,4.5
2017,процент,Атырауская,,,16-24,,4.2
2018,процент,Атырауская,,,16-24,,4.0
2010,процент,Атырауская,,,25-28,,5.3
2011,процент,Атырауская,,,25-28,,5.0
2012,процент,Атырауская,,,25-28,,5.0
2013,процент,Атырауская,,,25-28,,6.2
2014,процент,Атырауская,,,25-28,,4.3
2015,процент,Атырауская,,,25-28,,4.3
2016,процент,Атырауская,,,25-28,,3.5
2017,процент,Атырауская,,,25-28,,5.1
2018,процент,Атырауская,,,25-28,,2.1
2010,процент,Атырауская,,,29-34,,2.4
2011,процент,Атырауская,,,29-34,,2.8
2012,процент,Атырауская,,,29-34,,4.2
2013,процент,Атырауская,,,29-34,,5.5
2014,процент,Атырауская,,,29-34,,3.6
2015,процент,Атырауская,,,29-34,,8.2
2016,процент,Атырауская,,,29-34,,4.2
2017,процент,Атырауская,,,29-34,,3.6
2018,процент,Атырауская,,,29-34,,5.9
2010,процент,Атырауская,,,35-44,,4.4
2011,процент,Атырауская,,,35-44,,4.0
2012,процент,Атырауская,,,35-44,,8.2
2013,процент,Атырауская,,,35-44,,6.9
2014,процент,Атырауская,,,35-44,,3.8
2015,процент,Атырауская,,,35-44,,3.5
2016,процент,Атырауская,,,35-44,,4.8
2017,процент,Атырауская,,,35-44,,3.0
2018,процент,Атырауская,,,35-44,,2.4
2010,процент,Атырауская,,,45-54,,5.7
2011,процент,Атырауская,,,45-54,,4.7
2012,процент,Атырауская,,,45-54,,5.1
2013,процент,Атырауская,,,45-54,,5.0
2014,процент,Атырауская,,,45-54,,3.6
2015,процент,Атырауская,,,45-54,,3.8
2016,процент,Атырауская,,,45-54,,4.6
2017,процент,Атырауская,,,45-54,,3.3
2018,процент,Атырауская,,,45-54,,4.7
2010,процент,Атырауская,,,55-64,,7.9
2011,процент,Атырауская,,,55-64,,4.5
2012,процент,Атырауская,,,55-64,,3.9
2013,процент,Атырауская,,,55-64,,9.6
2014,процент,Атырауская,,,55-64,,4.9
2015,процент,Атырауская,,,55-64,,2.9
2016,процент,Атырауская,,,55-64,,3.6
2017,процент,Атырауская,,,55-64,,5.5
2018,процент,Атырауская,,,55-64,,3.9
2010,процент,Атырауская,,,65 и старше,,14.2
2011,процент,Атырауская,,,65 и старше,,3.9
2012,процент,Атырауская,,,65 и старше,,59.4
2013,процент,Атырауская,,,65 и старше,,38.6
2014,процент,Атырауская,,,65 и старше,,0.0
2015,процент,Атырауская,,,65 и старше,,0.0
2016,процент,Атырауская,,,65 и старше,,0.0
2017,процент,Атырауская,,,65 и старше,,0.0
2018,процент,Атырауская,,,65 и старше,,0.0
2010,процент,Западно-Казахстанская,,,16-24,,3.9
2011,процент,Западно-Казахстанская,,,16-24,,3.2
2012,процент,Западно-Казахстанская,,,16-24,,2.4
2013,процент,Западно-Казахстанская,,,16-24,,2.1
2014,процент,Западно-Казахстанская,,,16-24,,4.1
2015,процент,Западно-Казахстанская,,,16-24,,3.4
2016,процент,Западно-Казахстанская,,,16-24,,4.6
2017,процент,Западно-Казахстанская,,,16-24,,4.2
2018,процент,Западно-Казахстанская,,,16-24,,5.6
2010,процент,Западно-Казахстанская,,,25-28,,2.8
2011,процент,Западно-Казахстанская,,,25-28,,3.1
2012,процент,Западно-Казахстанская,,,25-28,,5.8
2013,процент,Западно-Казахстанская,,,25-28,,8.7
2014,процент,Западно-Казахстанская,,,25-28,,4.0
2015,процент,Западно-Казахстанская,,,25-28,,4.6
2016,процент,Западно-Казахстанская,,,25-28,,6.5
2017,процент,Западно-Казахстанская,,,25-28,,4.5
2018,процент,Западно-Казахстанская,,,25-28,,6.6
2010,процент,Западно-Казахстанская,,,29-34,,4.5
2011,процент,Западно-Казахстанская,,,29-34,,6.9
2012,процент,Западно-Казахстанская,,,29-34,,3.4
2013,процент,Западно-Казахстанская,,,29-34,,5.5
2014,процент,Западно-Казахстанская,,,29-34,,2.1
2015,процент,Западно-Казахстанская,,,29-34,,3.9
2016,процент,Западно-Казахстанская,,,29-34,,4.1
2017,процент,Западно-Казахстанская,,,29-34,,5.0
2018,процент,Западно-Казахстанская,,,29-34,,4.4
2010,процент,Западно-Казахстанская,,,35-44,,4.4
2011,процент,Западно-Казахстанская,,,35-44,,3.6
2012,процент,Западно-Казахстанская,,,35-44,,3.4
2013,процент,Западно-Казахстанская,,,35-44,,3.6
2014,процент,Западно-Казахстанская,,,35-44,,5.5
2015,процент,Западно-Казахстанская,,,35-44,,4.8
2016,процент,Западно-Казахстанская,,,35-44,,6.3
2017,процент,Западно-Казахстанская,,,35-44,,5.1
2018,процент,Западно-Казахстанская,,,35-44,,5.5
2010,процент,Западно-Казахстанская,,,45-54,,2.6
2011,процент,Западно-Казахстанская,,,45-54,,2.4
2012,процент,Западно-Казахстанская,,,45-54,,4.3
2013,процент,Западно-Казахстанская,,,45-54,,4.1
2014,процент,Западно-Казахстанская,,,45-54,,4.7
2015,процент,Западно-Казахстанская,,,45-54,,4.2
2016,процент,Западно-Казахстанская,,,45-54,,3.8
2017,процент,Западно-Казахстанская,,,45-54,,5.0
2018,процент,Западно-Казахстанская,,,45-54,,4.3
2010,процент,Западно-Казахстанская,,,55-64,,3.1
2011,процент,Западно-Казахстанская,,,55-64,,2.8
2012,процент,Западно-Казахстанская,,,55-64,,5.4
2013,процент,Западно-Казахстанская,,,55-64,,5.3
2014,процент,Западно-Казахстанская,,,55-64,,8.0
2015,процент,Западно-Казахстанская,,,55-64,,7.2
2016,процент,Западно-Казахстанская,,,55-64,,7.5
2017,процент,Западно-Казахстанская,,,55-64,,7.4
2018,процент,Западно-Казахстанская,,,55-64,,5.2
2010,процент,Западно-Казахстанская,,,65 и старше,,0.0
2011,процент,Западно-Казахстанская,,,65 и старше,,0.0
2012,процент,Западно-Казахстанская,,,65 и старше,,0.0
2013,процент,Западно-Казахстанская,,,65 и старше,,0.0
2014,процент,Западно-Казахстанская,,,65 и старше,,0.0
2015,процент,Западно-Казахстанская,,,65 и старше,,0.0
2016,процент,Западно-Казахстанская,,,65 и старше,,0.0
2017,процент,Западно-Казахстанская,,,65 и старше,,0.0
2010,процент,Жамбылская,,,16-24,,4.2
2011,процент,Жамбылская,,,16-24,,3.5
2012,процент,Жамбылская,,,16-24,,4.2
2013,процент,Жамбылская,,,16-24,,2.9
2014,процент,Жамбылская,,,16-24,,1.5
2015,процент,Жамбылская,,,16-24,,2.7
2016,процент,Жамбылская,,,16-24,,4.2
2017,процент,Жамбылская,,,16-24,,3.6
2018,процент,Жамбылская,,,16-24,,3.9
2010,процент,Жамбылская,,,25-28,,3.6
2011,процент,Жамбылская,,,25-28,,5.3
2012,процент,Жамбылская,,,25-28,,3.4
2013,процент,Жамбылская,,,25-28,,5.0
2014,процент,Жамбылская,,,25-28,,2.4
2015,процент,Жамбылская,,,25-28,,2.7
2016,процент,Жамбылская,,,25-28,,3.5
2017,процент,Жамбылская,,,25-28,,6.3
2018,процент,Жамбылская,,,25-28,,4.2
2010,процент,Жамбылская,,,29-34,,3.3
2011,процент,Жамбылская,,,29-34,,4.7
2012,процент,Жамбылская,,,29-34,,4.5
2013,процент,Жамбылская,,,29-34,,2.2
2014,процент,Жамбылская,,,29-34,,3.0
2015,процент,Жамбылская,,,29-34,,2.5
2016,процент,Жамбылская,,,29-34,,3.9
2017,процент,Жамбылская,,,29-34,,4.6
2018,процент,Жамбылская,,,29-34,,5.3
2010,процент,Жамбылская,,,35-44,,5.3
2011,процент,Жамбылская,,,35-44,,4.1
2012,процент,Жамбылская,,,35-44,,3.9
2013,процент,Жамбылская,,,35-44,,3.3
2014,процент,Жамбылская,,,35-44,,4.1
2015,процент,Жамбылская,,,35-44,,2.7
2016,процент,Жамбылская,,,35-44,,2.8
2017,процент,Жамбылская,,,35-44,,5.7
2018,процент,Жамбылская,,,35-44,,5.3
2010,процент,Жамбылская,,,45-54,,5.0
2011,процент,Жамбылская,,,45-54,,4.8
2012,процент,Жамбылская,,,45-54,,6.3
2013,процент,Жамбылская,,,45-54,,4.3
2014,процент,Жамбылская,,,45-54,,3.8
2015,процент,Жамбылская,,,45-54,,5.3
2016,процент,Жамбылская,,,45-54,,5.1
2017,процент,Жамбылская,,,45-54,,5.1
2018,процент,Жамбылская,,,45-54,,5.4
2010,процент,Жамбылская,,,55-64,,4.4
2011,процент,Жамбылская,,,55-64,,3.6
2012,процент,Жамбылская,,,55-64,,3.8
2013,процент,Жамбылская,,,55-64,,4.0
2014,процент,Жамбылская,,,55-64,,4.4
2015,процент,Жамбылская,,,55-64,,4.8
2016,процент,Жамбылская,,,55-64,,4.4
2017,процент,Жамбылская,,,55-64,,5.2
2018,процент,Жамбылская,,,55-64,,5.2
2010,процент,Жамбылская,,,65 и старше,,2.5
2011,процент,Жамбылская,,,65 и старше,,3.3
2012,процент,Жамбылская,,,65 и старше,,4.0
2013,процент,Жамбылская,,,65 и старше,,0.0
2014,процент,Жамбылская,,,65 и старше,,1.4
2015,процент,Жамбылская,,,65 и старше,,2.5
2016,процент,Жамбылская,,,65 и старше,,1.8
2017,процент,Жамбылская,,,65 и старше,,1.0
2018,процент,Жамбылская,,,65 и старше,,0.3
2010,процент,Карагандинская,,,16-24,,17.2
2011,процент,Карагандинская,,,16-24,,14.5
2012,процент,Карагандинская,,,16-24,,15.5
2013,процент,Карагандинская,,,16-24,,13.6
2014,процент,Карагандинская,,,16-24,,11.8
2015,процент,Карагандинская,,,16-24,,8.7
2016,процент,Карагандинская,,,16-24,,9.2
