Year,Units,Регионы,Местность,Пол,Образование,Брачное состояние,гражданство,GeoCode,Value
2014,на 100 000 населения,Актюбинская,,мужчины,,,,KZ04,0.0
2015,на 100 000 населения,Актюбинская,,мужчины,,,,KZ04,0.0
2016,на 100 000 населения,Актюбинская,,мужчины,,,,KZ04,0.0
2017,на 100 000 населения,Актюбинская,,мужчины,,,,KZ04,0.4853049656404084
2018,на 100 000 населения,Актюбинская,,мужчины,,,,KZ04,0.24
2010,на 100 000 населения,Алматинская,,мужчины,,,,KZ01,0.6594544333472918
2011,на 100 000 населения,Алматинская,,мужчины,,,,KZ01,2.2622508965515755
2012,на 100 000 населения,Алматинская,,мужчины,,,,KZ01,0.0
2013,на 100 000 населения,Алматинская,,мужчины,,,,KZ01,0.20719977788183813
2014,на 100 000 населения,Алматинская,,мужчины,,,,KZ01,0.20581022856254927
2015,на 100 000 населения,Алматинская,,мужчины,,,,KZ01,0.1050167554233278
2016,на 100 000 населения,Алматинская,,мужчины,,,,KZ01,0.10325351836363823
2017,на 100 000 населения,Алматинская,,мужчины,,,,KZ01,0.10120597034260248
2018,на 100 000 населения,Алматинская,,мужчины,,,,KZ01,0.3
2010,на 100 000 населения,Атырауская,,мужчины,,,,KZ06,0.0
2011,на 100 000 населения,Атырауская,,мужчины,,,,KZ06,0.7594196515023219
2012,на 100 000 населения,Атырауская,,мужчины,,,,KZ06,0.3714682654660813
2013,на 100 000 населения,Атырауская,,мужчины,,,,KZ06,0.0
2014,на 100 000 населения,Атырауская,,мужчины,,,,KZ06,0.0
2015,на 100 000 населения,Атырауская,,мужчины,,,,KZ06,0.34621363458535725
2016,на 100 000 населения,Атырауская,,мужчины,,,,KZ06,0.3383236065296456
2017,на 100 000 населения,Атырауская,,мужчины,,,,KZ06,0.0
2018,на 100 000 населения,Атырауская,,мужчины,,,,KZ06,0.0
2010,на 100 000 населения,Западно-Казахстанская,,мужчины,,,,KZ07,0.0
2011,на 100 000 населения,Западно-Казахстанская,,мужчины,,,,KZ07,0.0
2012,на 100 000 населения,Западно-Казахстанская,,мужчины,,,,KZ07,1.0104480326576804
2013,на 100 000 населения,Западно-Казахстанская,,мужчины,,,,KZ07,0.3335868593464366
2014,на 100 000 населения,Западно-Казахстанская,,мужчины,,,,KZ07,0.6602904617741344
2015,на 100 000 населения,Западно-Казахстанская,,мужчины,,,,KZ07,0.3266884894577625
2016,на 100 000 населения,Западно-Казахстанская,,мужчины,,,,KZ07,0.3235973672118204
2017,на 100 000 населения,Западно-Казахстанская,,мужчины,,,,KZ07,1.2829312413001226
2018,на 100 000 населения,Западно-Казахстанская,,мужчины,,,,KZ07,0.95
2010,на 100 000 населения,Жамбылская,,мужчины,,,,KZ17,0.3944780956175456
2011,на 100 000 населения,Жамбылская,,мужчины,,,,KZ17,0.9741879169524283
2012,на 100 000 населения,Жамбылская,,мужчины,,,,KZ17,0.0
2013,на 100 000 населения,Жамбылская,,мужчины,,,,KZ17,0.18962666302583475
2014,на 100 000 населения,Жамбылская,,мужчины,,,,KZ17,0.18691938167068545
2015,на 100 000 населения,Жамбылская,,мужчины,,,,KZ17,0.18449231405019667
2016,на 100 000 населения,Жамбылская,,мужчины,,,,KZ17,0.9146519932096236
2017,на 100 000 населения,Жамбылская,,мужчины,,,,KZ17,0.7288563333060012
2018,на 100 000 населения,Жамбылская,,мужчины,,,,KZ17,0.36
2010,на 100 000 населения,Карагандинская,,мужчины,,,,KZ12,0.9414600161931124
2011,на 100 000 населения,Карагандинская,,мужчины,,,,KZ12,0.6250605527410468
2012,на 100 000 населения,Карагандинская,,мужчины,,,,KZ12,1.0893856487447164
2013,на 100 000 населения,Карагандинская,,мужчины,,,,KZ12,0.15488483538065273
2014,на 100 000 населения,Карагандинская,,мужчины,,,,KZ12,0.0
2015,на 100 000 населения,Карагандинская,,мужчины,,,,KZ12,1.071004541059254
2016,на 100 000 населения,Карагандинская,,мужчины,,,,KZ12,0.3051813692877677
2017,на 100 000 населения,Карагандинская,,мужчины,,,,KZ12,0.4581313737527374
2018,на 100 000 населения,Карагандинская,,мужчины,,,,KZ12,0.92
2010,на 100 000 населения,Костанайская,,мужчины,,,,KZ13,0.0
2011,на 100 000 населения,Костанайская,,мужчины,,,,KZ13,0.2406443493097117
2012,на 100 000 населения,Костанайская,,мужчины,,,,KZ13,0.0
2013,на 100 000 населения,Костанайская,,мужчины,,,,KZ13,0.0
2014,на 100 000 населения,Костанайская,,мужчины,,,,KZ13,0.0
2015,на 100 000 населения,Костанайская,,мужчины,,,,KZ13,0.0
2016,на 100 000 населения,Костанайская,,мужчины,,,,KZ13,0.0
2017,на 100 000 населения,Костанайская,,мужчины,,,,KZ13,0.0
2018,на 100 000 населения,Костанайская,,мужчины,,,,KZ13,0.24
2010,на 100 000 населения,Кызылординская,,мужчины,,,,KZ14,1.1555817487418605
2011,на 100 000 населения,Кызылординская,,мужчины,,,,KZ14,1.134465340665761
2012,на 100 000 населения,Кызылординская,,мужчины,,,,KZ14,0.2782136458229003
2013,на 100 000 населения,Кызылординская,,мужчины,,,,KZ14,0.2730487255450735
2014,на 100 000 населения,Кызылординская,,мужчины,,,,KZ14,0.2682022137410722
2015,на 100 000 населения,Кызылординская,,мужчины,,,,KZ14,0.7909035545842088
2016,на 100 000 населения,Кызылординская,,мужчины,,,,KZ14,0.5198869765712933
2017,на 100 000 населения,Кызылординская,,мужчины,,,,KZ14,0.0
2018,на 100 000 населения,Кызылординская,,мужчины,,,,KZ14,0.25
2010,на 100 000 населения,Мангистауская,,мужчины,,,,KZ09,0.3930122423313486
2011,на 100 000 населения,Мангистауская,,мужчины,,,,KZ09,1.1305226029152409
2012,на 100 000 населения,Мангистауская,,мужчины,,,,KZ09,1.085473827416898
2013,на 100 000 населения,Мангистауская,,мужчины,,,,KZ09,0.0
2014,на 100 000 населения,Мангистауская,,мужчины,,,,KZ09,1.3482040237149089
2015,на 100 000 населения,Мангистауская,,мужчины,,,,KZ09,0.6519011066021285
2016,на 100 000 населения,Мангистауская,,мужчины,,,,KZ09,1.5822384243436876
2017,на 100 000 населения,Мангистауская,,мужчины,,,,KZ09,0.3081445691060418
2018,на 100 000 населения,Мангистауская,,мужчины,,,,KZ09,0.3
2010,на 100 000 населения,Южно-Казахстанская,,мужчины,,,,KZ10,2.072058215272504
2011,на 100 000 населения,Южно-Казахстанская,,мужчины,,,,KZ10,1.7915856233822176
2012,на 100 000 населения,Южно-Казахстанская,,мужчины,,,,KZ10,1.1422470741341195
2013,на 100 000 населения,Южно-Казахстанская,,мужчины,,,,KZ10,1.1175223783856272
2014,на 100 000 населения,Южно-Казахстанская,,мужчины,,,,KZ10,0.2918634312632433
2015,на 100 000 населения,Южно-Казахстанская,,мужчины,,,,KZ10,0.8580781623398076
2016,на 100 000 населения,Южно-Казахстанская,,мужчины,,,,KZ10,1.898548594757615
2017,на 100 000 населения,Южно-Казахстанская,,мужчины,,,,KZ10,2.83747824311652
2018,на 100 000 населения,Южно-Казахстанская,,мужчины,,,,KZ10,2.03
2010,на 100 000 населения,Павлодарская,,мужчины,,,,KZ11,0.5704880810777659
2011,на 100 000 населения,Павлодарская,,мужчины,,,,KZ11,0.2846569883290635
2012,на 100 000 населения,Павлодарская,,мужчины,,,,KZ11,0.0
2013,на 100 000 населения,Павлодарская,,мужчины,,,,KZ11,0.5654205739584247
2014,на 100 000 населения,Павлодарская,,мужчины,,,,KZ11,0.28121326651706124
2015,на 100 000 населения,Павлодарская,,мужчины,,,,KZ11,0.2799411003924774
2016,на 100 000 населения,Павлодарская,,мужчины,,,,KZ11,0.5589043239633024
2017,на 100 000 населения,Павлодарская,,мужчины,,,,KZ11,0.0
2018,на 100 000 населения,Павлодарская,,мужчины,,,,KZ11,1.68
2010,на 100 000 населения,Северо-Казахстанская,,мужчины,,,,KZ16,0.3553786559579232
2011,на 100 000 населения,Северо-Казахстанская,,мужчины,,,,KZ16,0.35799437232846704
2012,на 100 000 населения,Северо-Казахстанская,,мужчины,,,,KZ16,0.0
2013,на 100 000 населения,Северо-Казахстанская,,мужчины,,,,KZ16,0.3633351257866205
2014,на 100 000 населения,Северо-Казахстанская,,мужчины,,,,KZ16,0.0
2015,на 100 000 населения,Северо-Казахстанская,,мужчины,,,,KZ16,0.0
2016,на 100 000 населения,Северо-Казахстанская,,мужчины,,,,KZ16,0.0
2017,на 100 000 населения,Северо-Казахстанская,,мужчины,,,,KZ16,0.0
2018,на 100 000 населения,Северо-Казахстанская,,мужчины,,,,KZ16,0.0
2010,на 100 000 населения,Восточно-Казахстанская,,мужчины,,,,KZ15,0.6025285108959749
2011,на 100 000 населения,Восточно-Казахстанская,,мужчины,,,,KZ15,0.4521149939416591
2012,на 100 000 населения,Восточно-Казахстанская,,мужчины,,,,KZ15,0.452509163310557
2013,на 100 000 населения,Восточно-Казахстанская,,мужчины,,,,KZ15,1.2064836430980088
2014,на 100 000 населения,Восточно-Казахстанская,,мужчины,,,,KZ15,1.506402965806159
2015,на 100 000 населения,Восточно-Казахстанская,,мужчины,,,,KZ15,1.0532809702222423
2016,на 100 000 населения,Восточно-Казахстанская,,мужчины,,,,KZ15,1.0549127285769828
2017,на 100 000 населения,Восточно-Казахстанская,,мужчины,,,,KZ15,1.8154174325458958
2018,на 100 000 населения,Восточно-Казахстанская,,мужчины,,,,KZ15,1.97
2010,на 100 000 населения,г.Нур-Султан,,мужчины,,,,KZ05,0.30503893822046385
2011,на 100 000 населения,г.Нур-Султан,,мужчины,,,,KZ05,0.28647959549081115
2012,на 100 000 населения,г.Нур-Султан,,мужчины,,,,KZ05,0.5441791873228017
2013,на 100 000 населения,г.Нур-Султан,,мужчины,,,,KZ05,0.7804289237364855
2014,на 100 000 населения,г.Нур-Султан,,мужчины,,,,KZ05,0.497094482748336
2015,на 100 000 населения,г.Нур-Султан,,мужчины,,,,KZ05,1.2015937940083727
2016,на 100 000 населения,г.Нур-Султан,,мужчины,,,,KZ05,0.2248297476735742
2017,на 100 000 населения,г.Нур-Султан,,мужчины,,,,KZ05,0.0
2018,на 100 000 населения,г.Нур-Султан,,мужчины,,,,KZ05,0.39
2010,на 100 000 населения,г.Алматы,,мужчины,,,,KZ02,0.311372248636968
2011,на 100 000 населения,г.Алматы,,мужчины,,,,KZ02,1.0
2012,на 100 000 населения,г.Алматы,,мужчины,,,,KZ02,0.30013806350921424
2013,на 100 000 населения,г.Алматы,,мужчины,,,,KZ02,0.2944090254030828
2014,на 100 000 населения,г.Алматы,,мужчины,,,,KZ02,0.14147913607180349
2015,на 100 000 населения,г.Алматы,,мужчины,,,,KZ02,0.1307839188093432
2016,на 100 000 населения,г.Алматы,,мужчины,,,,KZ02,0.12664287469194122
2017,на 100 000 населения,г.Алматы,,мужчины,,,,KZ02,0.0
2018,на 100 000 населения,г.Алматы,,мужчины,,,,KZ02,0.12
2010,на 100 000 населения,Республика Казахстан,городское население,мужчины,,,,,0.7441767568632902
2011,на 100 000 населения,Республика Казахстан,городское население,мужчины,,,,,1.0382464018273136
2012,на 100 000 населения,Республика Казахстан,городское население,мужчины,,,,,0.5336490060555241
2013,на 100 000 населения,Республика Казахстан,городское население,мужчины,,,,,0.6158898205046145
2014,на 100 000 населения,Республика Казахстан,городское население,мужчины,,,,,0.24319464016699954
2015,на 100 000 населения,Республика Казахстан,городское население,мужчины,,,,,0.6205936513269469
2016,на 100 000 населения,Республика Казахстан,городское население,мужчины,,,,,0.4608275625154482
2017,на 100 000 населения,Республика Казахстан,городское население,мужчины,,,,,0.5751496724317204
2018,на 100 000 населения,Республика Казахстан,городское население,мужчины,,,,,0.68
2010,на 100 000 населения,Акмолинская,городское население,мужчины,,,,KZ03,0.0
2011,на 100 000 населения,Акмолинская,городское население,мужчины,,,,KZ03,0.6250625062506251
2012,на 100 000 населения,Акмолинская,городское население,мужчины,,,,KZ03,0.0
2013,на 100 000 населения,Акмолинская,городское население,мужчины,,,,KZ03,1.8555629778074667
2014,на 100 000 населения,Акмолинская,городское население,мужчины,,,,KZ03,1.2312238364934744
2015,на 100 000 населения,Акмолинская,городское население,мужчины,,,,KZ03,0.6107765412946019
2016,на 100 000 населения,Акмолинская,городское население,мужчины,,,,KZ03,0.6086871834826646
2017,на 100 000 населения,Акмолинская,городское население,мужчины,,,,KZ03,1.2199808463007131
2018,на 100 000 населения,Акмолинская,городское население,мужчины,,,,KZ03,0.61
2010,на 100 000 населения,Актюбинская,городское население,мужчины,,,,KZ04,0.0
2011,на 100 000 населения,Актюбинская,городское население,мужчины,,,,KZ04,0.4417487951301613
2012,на 100 000 населения,Актюбинская,городское население,мужчины,,,,KZ04,0.0
2013,на 100 000 населения,Актюбинская,городское население,мужчины,,,,KZ04,0.4284233165105778
2014,на 100 000 населения,Актюбинская,городское население,мужчины,,,,KZ04,0.0
2015,на 100 000 населения,Актюбинская,городское население,мужчины,,,,KZ04,0.0
2016,на 100 000 населения,Актюбинская,городское население,мужчины,,,,KZ04,0.0
2017,на 100 000 населения,Актюбинская,городское население,мужчины,,,,KZ04,0.0
2018,на 100 000 населения,Актюбинская,городское население,мужчины,,,,KZ04,0.35
2010,на 100 000 населения,Алматинская,городское население,мужчины,,,,KZ01,0.4845055136727456
2011,на 100 000 населения,Алматинская,городское население,мужчины,,,,KZ01,4.767716835761691
2012,на 100 000 населения,Алматинская,городское население,мужчины,,,,KZ01,0.0
2013,на 100 000 населения,Алматинская,городское население,мужчины,,,,KZ01,0.4620559642183861
2014,на 100 000 населения,Алматинская,городское население,мужчины,,,,KZ01,0.0
2015,на 100 000 населения,Алматинская,городское население,мужчины,,,,KZ01,0.0
2016,на 100 000 населения,Алматинская,городское население,мужчины,,,,KZ01,0.4428462614918605
2017,на 100 000 населения,Алматинская,городское население,мужчины,,,,KZ01,0.0
2018,на 100 000 населения,Алматинская,городское население,мужчины,,,,KZ01,0.0
2010,на 100 000 населения,Атырауская,городское население,мужчины,,,,KZ06,0.0
2011,на 100 000 населения,Атырауская,городское население,мужчины,,,,KZ06,0.8141598684317654
2012,на 100 000 населения,Атырауская,городское население,мужчины,,,,KZ06,0.0
2013,на 100 000 населения,Атырауская,городское население,мужчины,,,,KZ06,0.0
2014,на 100 000 населения,Атырауская,городское население,мужчины,,,,KZ06,0.0
2015,на 100 000 населения,Атырауская,городское население,мужчины,,,,KZ06,0.0
2016,на 100 000 населения,Атырауская,городское население,мужчины,,,,KZ06,0.0
2017,на 100 000 населения,Атырауская,городское население,мужчины,,,,KZ06,0.0
2018,на 100 000 населения,Атырауская,городское население,мужчины,,,,KZ06,0.0
2010,на 100 000 населения,Западно-Казахстанская,городское население,мужчины,,,,KZ07,0.0
2011,на 100 000 населения,Западно-Казахстанская,городское население,мужчины,,,,KZ07,0.0
2012,на 100 000 населения,Западно-Казахстанская,городское население,мужчины,,,,KZ07,0.0
2013,на 100 000 населения,Западно-Казахстанская,городское население,мужчины,,,,KZ07,0.7087975957585552
2014,на 100 000 населения,Западно-Казахстанская,городское население,мужчины,,,,KZ07,0.0
2015,на 100 000 населения,Западно-Казахстанская,городское население,мужчины,,,,KZ07,0.0
2016,на 100 000 населения,Западно-Казахстанская,городское население,мужчины,,,,KZ07,0.0
2017,на 100 000 населения,Западно-Казахстанская,городское население,мужчины,,,,KZ07,2.6222630129802016
2018,на 100 000 населения,Западно-Казахстанская,городское население,мужчины,,,,KZ07,1.28
2010,на 100 000 населения,Жамбылская,городское население,мужчины,,,,KZ17,0.0
2011,на 100 000 населения,Жамбылская,городское население,мужчины,,,,KZ17,2.0090406830738323
2012,на 100 000 населения,Жамбылская,городское население,мужчины,,,,KZ17,0.0
2013,на 100 000 населения,Жамбылская,городское население,мужчины,,,,KZ17,0.4899126975572953
2014,на 100 000 населения,Жамбылская,городское население,мужчины,,,,KZ17,0.0
2015,на 100 000 населения,Жамбылская,городское население,мужчины,,,,KZ17,0.4733974313455375
2016,на 100 000 населения,Жамбылская,городское население,мужчины,,,,KZ17,0.4696952617141998
2017,на 100 000 населения,Жамбылская,городское население,мужчины,,,,KZ17,0.9440909348388437
2018,на 100 000 населения,Жамбылская,городское население,мужчины,,,,KZ17,0.47
2010,на 100 000 населения,Карагандинская,городское население,мужчины,,,,KZ12,0.2047938135884791
2011,на 100 000 населения,Карагандинская,городское население,мужчины,,,,KZ12,0.40678765887600504
2012,на 100 000 населения,Карагандинская,городское население,мужчины,,,,KZ12,0.8087441416596238
2013,на 100 000 населения,Карагандинская,городское население,мужчины,,,,KZ12,0.0
2014,на 100 000 населения,Карагандинская,городское население,мужчины,,,,KZ12,0.0
2015,на 100 000 населения,Карагандинская,городское население,мужчины,,,,KZ12,0.7876015759907536
2016,на 100 000 населения,Карагандинская,городское население,мужчины,,,,KZ12,0.19576137471467775
2017,на 100 000 населения,Карагандинская,городское население,мужчины,,,,KZ12,0.1953724091176396
2018,на 100 000 населения,Карагандинская,городское население,мужчины,,,,KZ12,0.78
2010,на 100 000 населения,Костанайская,городское население,мужчины,,,,KZ13,2.973476588827657
2011,на 100 000 населения,Костанайская,городское население,мужчины,,,,KZ13,0.4921356719620464
2012,на 100 000 населения,Костанайская,городское население,мужчины,,,,KZ13,0.0
2013,на 100 000 населения,Костанайская,городское население,мужчины,,,,KZ13,0.0
2014,на 100 000 населения,Костанайская,городское население,мужчины,,,,KZ13,0.0
2015,на 100 000 населения,Костанайская,городское население,мужчины,,,,KZ13,0.0
2016,на 100 000 населения,Костанайская,городское население,мужчины,,,,KZ13,0.0
2017,на 100 000 населения,Костанайская,городское население,мужчины,,,,KZ13,0.0
2018,на 100 000 населения,Костанайская,городское население,мужчины,,,,KZ13,0.46
2010,на 100 000 населения,Кызылординская,городское население,мужчины,,,,KZ14,0.0
2011,на 100 000 населения,Кызылординская,городское население,мужчины,,,,KZ14,0.0
2012,на 100 000 населения,Кызылординская,городское население,мужчины,,,,KZ14,0.0
2013,на 100 000 населения,Кызылординская,городское население,мужчины,,,,KZ14,0.0
2014,на 100 000 населения,Кызылординская,городское население,мужчины,,,,KZ14,0.0
2015,на 100 000 населения,Кызылординская,городское население,мужчины,,,,KZ14,1.242097156839608
2016,на 100 000 населения,Кызылординская,городское население,мужчины,,,,KZ14,0.0
2017,на 100 000 населения,Кызылординская,городское население,мужчины,,,,KZ14,0.0
2018,на 100 000 населения,Кызылординская,городское население,мужчины,,,,KZ14,0.0
2010,на 100 000 населения,Мангистауская,городское население,мужчины,,,,KZ09,0.7556008916090521
2011,на 100 000 населения,Мангистауская,городское население,мужчины,,,,KZ09,0.0
2012,на 100 000 населения,Мангистауская,городское население,мужчины,,,,KZ09,1.4419818598682028
2013,на 100 000 населения,Мангистауская,городское население,мужчины,,,,KZ09,0.0
2014,на 100 000 населения,Мангистауская,городское население,мужчины,,,,KZ09,2.1652832912306024
2015,на 100 000 населения,Мангистауская,городское население,мужчины,,,,KZ09,0.7392840772995432
2016,на 100 000 населения,Мангистауская,городское население,мужчины,,,,KZ09,2.193559708695271
2017,на 100 000 населения,Мангистауская,городское население,мужчины,,,,KZ09,0.0
2018,на 100 000 населения,Мангистауская,городское население,мужчины,,,,KZ09,0.0
2010,на 100 000 населения,Южно-Казахстанская,городское население,мужчины,,,,KZ10,0.20859929743756625
2011,на 100 000 населения,Южно-Казахстанская,городское население,мужчины,,,,KZ10,3.8847735279264097
2012,на 100 000 населения,Южно-Казахстанская,городское население,мужчины,,,,KZ10,2.4010997036642783
2013,на 100 000 населения,Южно-Казахстанская,городское население,мужчины,,,,KZ10,1.9563881943710801
2014,на 100 000 населения,Южно-Казахстанская,городское население,мужчины,,,,KZ10,0.17818038625944133
2015,на 100 000 населения,Южно-Казахстанская,городское население,мужчины,,,,KZ10,1.3032075195073876
2016,на 100 000 населения,Южно-Казахстанская,городское население,мужчины,,,,KZ10,1.2737839344001274
2017,на 100 000 населения,Южно-Казахстанская,городское население,мужчины,,,,KZ10,2.7950701174395296
2018,на 100 000 населения,Южно-Казахстанская,городское население,мужчины,,,,KZ10,2.25
2010,на 100 000 населения,Павлодарская,городское население,мужчины,,,,KZ11,5.967375505628513
2011,на 100 000 населения,Павлодарская,городское население,мужчины,,,,KZ11,0.4237611343238044
2012,на 100 000 населения,Павлодарская,городское население,мужчины,,,,KZ11,0.0
2013,на 100 000 населения,Павлодарская,городское население,мужчины,,,,KZ11,0.8334236208922634
2014,на 100 000 населения,Павлодарская,городское население,мужчины,,,,KZ11,0.4118514369496635
2015,на 100 000 населения,Павлодарская,городское население,мужчины,,,,KZ11,0.0
2016,на 100 000 населения,Павлодарская,городское население,мужчины,,,,KZ11,0.8114610762408254
2017,на 100 000 населения,Павлодарская,городское население,мужчины,,,,KZ11,0.0
2018,на 100 000 населения,Павлодарская,городское население,мужчины,,,,KZ11,2.03
2010,на 100 000 населения,Северо-Казахстанская,городское население,мужчины,,,,KZ16,0.927282505888244
2011,на 100 000 населения,Северо-Казахстанская,городское население,мужчины,,,,KZ16,0.0
2012,на 100 000 населения,Северо-Казахстанская,городское население,мужчины,,,,KZ16,0.0
2013,на 100 000 населения,Северо-Казахстанская,городское население,мужчины,,,,KZ16,0.0
2014,на 100 000 населения,Северо-Казахстанская,городское население,мужчины,,,,KZ16,0.0
2015,на 100 000 населения,Северо-Казахстанская,городское население,мужчины,,,,KZ16,0.0
2016,на 100 000 населения,Северо-Казахстанская,городское население,мужчины,,,,KZ16,0.0
2017,на 100 000 населения,Северо-Казахстанская,городское население,мужчины,,,,KZ16,0.0
2018,на 100 000 населения,Северо-Казахстанская,городское население,мужчины,,,,KZ16,0.0
2010,на 100 000 населения,Восточно-Казахстанская,городское население,мужчины,,,,KZ15,0.8104340684870817
2011,на 100 000 населения,Восточно-Казахстанская,городское население,мужчины,,,,KZ15,0.5375823845004247
2012,на 100 000 населения,Восточно-Казахстанская,городское население,мужчины,,,,KZ15,0.2673339321613414
2013,на 100 000 населения,Восточно-Казахстанская,городское население,мужчины,,,,KZ15,0.7960705955404125
2014,на 100 000 населения,Восточно-Казахстанская,городское население,мужчины,,,,KZ15,0.263186983824528
2015,на 100 000 населения,Восточно-Казахстанская,городское население,мужчины,,,,KZ15,1.5651697557030873
2016,на 100 000 населения,Восточно-Казахстанская,городское население,мужчины,,,,KZ15,0.7769726039459849
2017,на 100 000 населения,Восточно-Казахстанская,городское население,мужчины,,,,KZ15,0.25723207992715186
2018,на 100 000 населения,Восточно-Казахстанская,городское население,мужчины,,,,KZ15,0.26
2010,на 100 000 населения,г.Нур-Султан,городское население,мужчины,,,,KZ05,0.30503893822046385
2011,на 100 000 населения,г.Нур-Султан,городское население,мужчины,,,,KZ05,0.28647959549081115
2012,на 100 000 населения,г.Нур-Султан,городское население,мужчины,,,,KZ05,0.5441791873228017
2013,на 100 000 населения,г.Нур-Султан,городское население,мужчины,,,,KZ05,0.7804289237364855
2014,на 100 000 населения,г.Нур-Султан,городское население,мужчины,,,,KZ05,0.497094482748336
2015,на 100 000 населения,г.Нур-Султан,городское население,мужчины,,,,KZ05,1.2015937940083727
2016,на 100 000 населения,г.Нур-Султан,городское население,мужчины,,,,KZ05,0.2248297476735742
2017,на 100 000 населения,г.Нур-Султан,городское население,мужчины,,,,KZ05,0.0
2018,на 100 000 населения,г.Нур-Султан,городское население,мужчины,,,,KZ05,0.39
2010,на 100 000 населения,г.Алматы,городское население,мужчины,,,,KZ02,0.311372248636968
2011,на 100 000 населения,г.Алматы,городское население,мужчины,,,,KZ02,0.15294963368562733
2012,на 100 000 населения,г.Алматы,городское население,мужчины,,,,KZ02,0.30013806350921424
2013,на 100 000 населения,г.Алматы,городское население,мужчины,,,,KZ02,0.2944090254030828
2014,на 100 000 населения,г.Алматы,городское население,мужчины,,,,KZ02,0.14147913607180349
2015,на 100 000 населения,г.Алматы,городское население,мужчины,,,,KZ02,0.1307839188093432
2016,на 100 000 населения,г.Алматы,городское население,мужчины,,,,KZ02,0.12664287469194122
2017,на 100 000 населения,г.Алматы,городское население,мужчины,,,,KZ02,0.0
2018,на 100 000 населения,г.Алматы,городское население,мужчины,,,,KZ02,0.12
2010,на 100 000 населения,Республика Казахстан,сельское население,мужчины,,,,,0.7025538372409739
2011,на 100 000 населения,Республика Казахстан,сельское население,мужчины,,,,,0.7742727843116315
2012,на 100 000 населения,Республика Казахстан,сельское население,мужчины,,,,,0.42212059668856944
2013,на 100 000 населения,Республика Казахстан,сельское население,мужчины,,,,,0.3908432207982791
2014,на 100 000 населения,Республика Казахстан,сельское население,мужчины,,,,,0.4966371132732542
2015,на 100 000 населения,Республика Казахстан,сельское население,мужчины,,,,,0.3942693216938021
2016,на 100 000 населения,Республика Казахстан,сельское население,мужчины,,,,,0.9657752734905912
2017,на 100 000 населения,Республика Казахстан,сельское население,мужчины,,,,,1.1394243679884941
2018,на 100 000 населения,Республика Казахстан,сельское население,мужчины,,,,,1.04
2010,на 100 000 населения,Акмолинская,сельское население,мужчины,,,,KZ03,0.5153629701398695
2011,на 100 000 населения,Акмолинская,сельское население,мужчины,,,,KZ03,0.517119232181364
2012,на 100 000 населения,Акмолинская,сельское население,мужчины,,,,KZ03,0.5182072103351246
2013,на 100 000 населения,Акмолинская,сельское население,мужчины,,,,KZ03,0.5183227077178251
2014,на 100 000 населения,Акмолинская,сельское население,мужчины,,,,KZ03,0.0
2015,на 100 000 населения,Акмолинская,сельское население,мужчины,,,,KZ03,0.5154054694828422
2016,на 100 000 населения,Акмолинская,сельское население,мужчины,,,,KZ03,1.5525619860372926
2017,на 100 000 населения,Акмолинская,сельское население,мужчины,,,,KZ03,1.0372744576351178
2018,на 100 000 населения,Акмолинская,сельское население,мужчины,,,,KZ03,1.54
2010,на 100 000 населения,Актюбинская,сельское население,мужчины,,,,KZ04,0.0
2011,на 100 000 населения,Актюбинская,сельское население,мужчины,,,,KZ04,0.0
2012,на 100 000 населения,Актюбинская,сельское население,мужчины,,,,KZ04,0.6605368843796238
2013,на 100 000 населения,Актюбинская,сельское население,мужчины,,,,KZ04,0.0
2014,на 100 000 населения,Актюбинская,сельское население,мужчины,,,,KZ04,0.0
2015,на 100 000 населения,Актюбинская,сельское население,мужчины,,,,KZ04,0.0
2016,на 100 000 населения,Актюбинская,сельское население,мужчины,,,,KZ04,0.0
2017,на 100 000 населения,Актюбинская,сельское население,мужчины,,,,KZ04,1.2761775928738244
2018,на 100 000 населения,Актюбинская,сельское население,мужчины,,,,KZ04,0.0
2010,на 100 000 населения,Алматинская,сельское население,мужчины,,,,KZ01,0.8529427234745475
2011,на 100 000 населения,Алматинская,сельское население,мужчины,,,,KZ01,1.5308927192133994
2012,на 100 000 населения,Алматинская,сельское население,мужчины,,,,KZ01,0.0
2013,на 100 000 населения,Алматинская,сельское население,мужчины,,,,KZ01,0.13354201498875576
2014,на 100 000 населения,Алматинская,сельское население,мужчины,,,,KZ01,0.2702370384182485
2015,на 100 000 населения,Алматинская,сельское население,мужчины,,,,KZ01,0.1372001832994449
2016,на 100 000 населения,Алматинская,сельское население,мужчины,,,,KZ01,0.0
2017,на 100 000 населения,Алматинская,сельское население,мужчины,,,,KZ01,0.1309786858384535
2018,на 100 000 населения,Алматинская,сельское население,мужчины,,,,KZ01,0.38
2010,на 100 000 населения,Атырауская,сельское население,мужчины,,,,KZ06,0.0
2011,на 100 000 населения,Атырауская,сельское население,мужчины,,,,KZ06,0.7115766403620503
2012,на 100 000 населения,Атырауская,сельское население,мужчины,,,,KZ06,0.6993300418199365
2013,на 100 000 населения,Атырауская,сельское население,мужчины,,,,KZ06,0.0
2014,на 100 000 населения,Атырауская,сельское население,мужчины,,,,KZ06,0.0
2015,на 100 000 населения,Атырауская,сельское население,мужчины,,,,KZ06,0.6432150460863579
2016,на 100 000 населения,Атырауская,сельское население,мужчины,,,,KZ06,0.6338300448117842
2017,на 100 000 населения,Атырауская,сельское население,мужчины,,,,KZ06,0.0
